"Subject","Block","Trial","L_choice","R_choice","L_reward","R_reward","Sub_Choose","Frame","NetWorth","RT"
"8","3","14","A","B",36,40,"B","Gain",920,883
"8","3","15","D","A",-40,36,"A","Catch",956,3940
"8","3","16","B","A",40,36,"B","Gain",996,1157
"8","3","17","D","C",-40,-36,"C","Loss",960,3772
"8","3","18","A","B",36,0,"B","Gain",960,1267
"8","3","19","D","C",-40,-36,"D","Loss",920,669
"8","3","20","D","B",-40,40,"B","Catch",960,1041
"8","3","21","A","B",36,40,"A","Gain",996,1084
"8","3","22","C","D",-36,-40,"C","Loss",960,1191
"8","3","23","A","B",36,0,"B","Gain",960,2885
"8","3","24","D","C",-40,-36,"C","Loss",924,1247
"8","3","25","A","B",36,40,"B","Gain",964,1819
"8","3","26","B","C",40,-36,"B","Catch",1004,862
"8","3","27","D","B",-40,40,"B","Catch",1044,1377
"8","3","28","B","A",40,36,"B","Gain",1084,1120
"8","3","29","B","A",40,36,"B","Gain",1124,712
"8","3","30","B","A",40,36,"B","Gain",1164,745
"8","3","31","A","C",36,-36,"A","Catch",1200,1305
"8","3","32","C","D",-36,-40,"C","Loss",1164,1082
"8","3","33","C","D",-36,0,"C","Loss",1128,949
"8","3","34","C","D",-36,-40,"C","Loss",1092,2035
"8","3","35","A","D",36,-40,"A","Catch",1128,903
"8","3","36","A","B",36,40,"A","Gain",1164,833
"8","3","37","C","B",-36,40,"B","Catch",1204,837
"8","3","38","B","A",0,36,"B","Gain",1204,1121
"8","3","39","B","A",40,36,"B","Gain",1244,1178
"8","3","40","B","A",40,36,"A","Gain",1280,1337
"8","3","41","C","D",-36,-40,"C","Loss",1244,1073
"8","3","42","D","C",-40,-36,"C","Loss",1208,972
"8","3","43","B","A",40,36,"B","Gain",1248,761
"8","3","44","C","D",-36,0,"C","Loss",1212,1232
"8","3","45","C","D",-36,-40,"C","Loss",1176,870
"8","3","46","B","D",40,-40,"B","Catch",1216,919
"8","3","47","D","A",0,36,"A","Catch",1252,728
"8","3","48","C","A",-36,36,"A","Catch",1288,1112
"8","3","49","C","D",-36,-40,"C","Loss",1252,945
"8","3","50","A","B",36,40,"B","Gain",1292,1153
"8","3","51","C","B",-36,40,"B","Catch",1332,817
"8","3","52","D","C",-40,-36,"C","Loss",1296,892
"8","3","53","D","C",-40,-36,"C","Loss",1260,974
"8","3","54","D","C",-40,-36,"D","Loss",1220,1541
"8","3","55","B","A",40,36,"B","Gain",1260,877
"8","3","56","D","C",-40,-36,"C","Loss",1224,831
"8","3","57","D","C",-40,-36,"C","Loss",1188,1003
"8","3","58","A","B",36,40,"B","Gain",1228,665
"8","3","59","C","D",-36,-40,"C","Loss",1192,827
"8","3","60","A","B",36,40,"B","Gain",1232,736
"8","4","1","A","B",36,0,"B","Gain",1232,1499
"8","4","2","A","B",36,40,"B","Gain",1272,964
"8","4","3","A","B",36,40,"B","Gain",1312,995
"8","4","4","C","B",-36,40,"B","Catch",1352,1681
"8","4","5","B","A",40,36,"B","Gain",1392,946
"8","4","6","C","B",-36,40,"B","Catch",1432,818
"8","4","7","C","A",-36,36,"A","Catch",1468,1902
"8","4","8","B","A",40,36,"B","Gain",1508,1288
"8","4","9","B","A",40,36,"B","Gain",1548,2170
"8","4","10","A","B",36,40,"B","Gain",1588,1441
"8","4","11","A","B",36,40,"B","Gain",1628,621
"8","4","12","C","D",-36,-40,"C","Loss",1592,985
"8","4","13","C","D",-36,0,"C","Loss",1556,888
"8","4","14","B","A",40,36,"B","Gain",1596,857
"8","4","15","B","C",40,-36,"B","Catch",1636,957
"8","4","16","D","C",0,-36,"C","Loss",1600,1532
"8","4","17","A","B",36,40,"B","Gain",1640,725
"8","4","18","D","C",-40,-36,"C","Loss",1604,1653
"8","4","19","C","D",-36,-40,"D","Loss",1564,2041
"8","4","20","C","D",-36,-40,"D","Loss",1524,1317
"8","4","21","B","A",0,36,"B","Gain",1524,893
"8","4","22","D","A",-40,36,"A","Catch",1560,670
"8","4","23","B","A",40,36,"B","Gain",1600,777
"8","4","24","A","B",36,40,"B","Gain",1640,927
"8","4","25","A","B",36,40,"B","Gain",1680,608
"8","4","26","A","D",36,-40,"A","Catch",1716,925
"8","4","27","D","C",-40,-36,"C","Loss",1680,973
"8","4","28","D","C",-40,-36,"C","Loss",1644,1427
"8","4","29","B","A",40,36,"B","Gain",1684,880
"8","4","30","B","A",40,36,"B","Gain",1724,626
"8","4","31","C","A",-36,36,"A","Catch",1760,1086
"8","4","32","D","B",-40,40,"B","Catch",1800,840
"8","4","33","B","A",40,36,"B","Gain",1840,1732
"8","4","34","A","B",36,40,"B","Gain",1880,821
"8","4","35","B","A",40,36,"B","Gain",1920,736
"8","4","36","B","A",40,36,"B","Gain",1960,618
"8","4","37","D","C",-40,-36,"C","Loss",1924,1335
"8","4","38","C","D",-36,0,"C","Loss",1888,846
"8","4","39","A","B",36,40,"B","Gain",1928,682
"8","4","40","A","B",36,40,"B","Gain",1968,851
"8","4","41","C","D",-36,-40,"C","Loss",1932,1215
"8","4","42","C","D",-36,-40,"C","Loss",1896,1372
"8","4","43","B","D",0,-40,"B","Catch",1896,1435
"8","4","44","C","D",-36,-40,"C","Loss",1860,1262
"8","4","45","C","D",-36,-40,"C","Loss",1824,1169
"8","4","46","D","C",-40,-36,"C","Loss",1788,1024
"8","4","47","C","D",-36,-40,"C","Loss",1752,829
"8","4","48","C","D",-36,-40,"C","Loss",1716,1681
"8","4","49","D","C",-40,-36,"C","Loss",1680,2419
"8","4","50","A","B",36,40,"B","Gain",1720,1064
"8","4","51","D","B",-40,40,"B","Catch",1760,699
"8","4","52","D","C",-40,-36,"C","Loss",1724,1309
"8","4","53","C","D",-36,-40,"C","Loss",1688,988
"8","4","54","D","C",-40,-36,"C","Loss",1652,883
"8","4","55","B","A",40,36,"B","Gain",1692,965
"8","4","56","D","C",-40,-36,"C","Loss",1656,1252
"8","4","57","D","C",-40,-36,"C","Loss",1620,935
"8","4","58","D","C",-40,-36,"C","Loss",1584,872
"8","4","59","D","A",-40,36,"A","Catch",1620,1042
"8","4","60","A","C",36,-36,"A","Catch",1656,637
"8","5","1","B","A",0,36,"B","Gain",1656,1512
"8","5","2","B","A",0,36,"B","Gain",1656,889
"8","5","3","D","C",0,-36,"C","Loss",1620,1163
"8","5","4","C","B",-36,40,"B","Catch",1660,930
"8","5","5","C","D",-36,-40,"C","Loss",1624,1257
"8","5","6","D","C",-40,-36,"C","Loss",1588,773
"8","5","7","D","C",-40,-36,"C","Loss",1552,843
"8","5","8","A","D",36,-40,"A","Catch",1588,799
"8","5","9","C","D",-36,-40,"C","Loss",1552,980
"8","5","10","D","C",-40,-36,"C","Loss",1516,1347
"8","5","11","C","D",-36,-40,"C","Loss",1480,1378
"8","5","12","D","C",-40,-36,"C","Loss",1444,1776
"8","5","13","D","B",-40,40,"B","Catch",1484,791
"8","5","14","A","B",36,40,"B","Gain",1524,1004
"8","5","15","A","B",36,40,"B","Gain",1564,745
"8","5","16","B","A",40,36,"B","Gain",1604,785
"8","5","17","A","B",36,40,"B","Gain",1644,783
"8","5","18","A","B",36,40,"B","Gain",1684,701
"8","5","19","B","A",0,36,"B","Gain",1684,903
"8","5","20","D","C",-40,-36,"C","Loss",1648,1160
"8","5","21","D","C",-40,-36,"C","Loss",1612,807
"8","5","22","A","B",36,40,"B","Gain",1652,1085
"8","5","23","A","B",36,40,"B","Gain",1692,2127
"8","5","24","D","C",-40,-36,"C","Loss",1656,2030
"8","5","25","C","D",-36,-40,"C","Loss",1620,970
"8","5","26","A","C",36,-36,"A","Catch",1656,1481
"8","5","27","C","A",-36,36,"A","Catch",1692,748
"8","5","28","C","D",-36,-40,"C","Loss",1656,1075
"8","5","29","D","C",-40,-36,"C","Loss",1620,910
"8","5","30","C","D",-36,-40,"C","Loss",1584,2030
"8","5","31","D","C",0,-36,"C","Loss",1548,1795
"8","5","32","C","D",-36,-40,"C","Loss",1512,1640
"8","5","33","B","A",40,36,"B","Gain",1552,1195
"8","5","34","C","D",-36,-40,"C","Loss",1516,985
"8","5","35","D","B",-40,40,"B","Catch",1556,719
"8","5","36","B","A",40,36,"B","Gain",1596,1439
"8","5","37","C","D",-36,-40,"C","Loss",1560,1044
"8","5","38","A","B",36,40,"B","Gain",1600,1296
"8","5","39","B","A",40,36,"B","Gain",1640,648
"8","5","40","C","D",-36,-40,"C","Loss",1604,949
"8","5","41","B","A",40,36,"B","Gain",1644,851
"8","5","42","B","C",40,-36,"B","Catch",1684,1391
"8","5","43","D","A",-40,36,"A","Catch",1720,1637
"8","5","44","D","C",-40,-36,"C","Loss",1684,785
"8","5","45","A","B",36,40,"B","Gain",1724,975
"8","5","46","B","A",40,36,"B","Gain",1764,1933
"8","5","47","C","A",-36,36,"A","Catch",1800,693
"8","5","48","A","B",36,40,"A","Gain",1836,822
"8","5","49","B","A",40,36,"A","Gain",1872,603
"8","5","50","C","D",-36,0,"C","Loss",1836,1264
"8","5","51","A","B",36,40,"A","Gain",1872,1163
"8","5","52","A","B",36,40,"A","Gain",1908,946
"8","5","53","D","A",-40,36,"A","Catch",1944,810
"8","5","54","B","A",40,36,"A","Gain",1980,823
"8","5","55","B","A",40,36,"A","Gain",2016,595
"8","5","56","B","D",40,-40,"B","Catch",2056,760
"8","5","57","D","C",-40,-36,"C","Loss",2020,880
"8","5","58","A","B",36,40,"A","Gain",2056,649
"8","5","59","C","B",-36,40,"B","Catch",2096,678
"8","5","60","C","D",-36,-40,"C","Loss",2060,1071
"8","6","1","A","B",36,0,"A","Gain",2096,1602
"8","6","2","C","D",-36,-40,"C","Loss",2060,782
"8","6","3","A","B",36,40,"A","Gain",2096,661
"8","6","4","A","B",36,40,"A","Gain",2132,640
"8","6","5","A","B",36,40,"A","Gain",2168,587
"8","6","6","B","A",40,36,"A","Gain",2204,1098
"8","6","7","B","A",40,36,"A","Gain",2240,819
"8","6","8","A","B",36,40,"A","Gain",2276,608
"8","6","9","D","C",-40,-36,"C","Loss",2240,957
"8","6","10","B","A",40,36,"A","Gain",2276,900
"8","6","11","D","C",0,-36,"C","Loss",2240,1478
"8","6","12","C","D",-36,-40,"C","Loss",2204,967
"8","6","13","D","A",0,36,"A","Catch",2240,630
"8","6","14","C","D",-36,-40,"C","Loss",2204,1434
"8","6","15","B","C",0,-36,"B","Catch",2204,831
"8","6","16","B","A",40,36,"A","Gain",2240,779
"8","6","17","B","A",40,36,"A","Gain",2276,497
"8","6","18","A","B",36,40,"A","Gain",2312,1058
"8","6","19","C","D",-36,-40,"C","Loss",2276,869
"8","6","20","C","D",-36,-40,"C","Loss",2240,1943
"8","6","21","C","D",-36,-40,"C","Loss",2204,759
"8","6","22","C","B",-36,40,"B","Catch",2244,742
"8","6","23","A","B",36,40,"A","Gain",2280,765
"8","6","24","D","C",-40,-36,"C","Loss",2244,981
"8","6","25","C","D",-36,0,"C","Loss",2208,842
"8","6","26","D","C",-40,-36,"C","Loss",2172,798
"8","6","27","B","D",40,-40,"B","Catch",2212,1707
"8","6","28","D","C",-40,-36,"C","Loss",2176,717
"8","6","29","D","C",-40,-36,"C","Loss",2140,846
"8","6","30","C","B",-36,40,"B","Catch",2180,1297
"8","6","31","B","A",0,36,"A","Gain",2216,954
"8","6","32","B","A",40,36,"A","Gain",2252,634
"8","6","33","D","C",-40,-36,"C","Loss",2216,718
"8","6","34","C","A",-36,36,"A","Catch",2252,686
"8","6","35","A","D",36,-40,"A","Catch",2288,777
"8","6","36","A","B",36,40,"A","Gain",2324,1399
"8","6","37","B","A",40,36,"A","Gain",2360,532
"8","6","38","C","D",-36,-40,"C","Loss",2324,2389
"8","6","39","D","C",-40,-36,"C","Loss",2288,1666
"8","6","40","C","D",-36,-40,"C","Loss",2252,1093
"8","6","41","D","C",-40,-36,"C","Loss",2216,798
"8","6","42","D","C",-40,-36,"D","Loss",2176,1012
"8","6","43","B","A",40,36,"B","Gain",2216,2081
"8","6","44","A","B",36,40,"A","Gain",2252,787
"8","6","45","A","C",36,-36,"A","Catch",2288,809
"8","6","46","C","D",-36,-40,"C","Loss",2252,950
"8","6","47","A","B",36,40,"A","Gain",2288,949
"8","6","48","B","A",40,36,"A","Gain",2324,516
"8","6","49","C","D",-36,-40,"C","Loss",2288,2253
"8","6","50","D","A",-40,36,"A","Catch",2324,833
"8","6","51","C","D",-36,-40,"C","Loss",2288,1589
"8","6","52","B","A",40,36,"A","Gain",2324,611
"8","6","53","A","B",36,40,"A","Gain",2360,1215
"8","6","54","D","B",-40,40,"B","Catch",2400,669
"8","6","55","D","C",-40,-36,"C","Loss",2364,1472
"8","6","56","A","B",36,40,"A","Gain",2400,1059
"8","6","57","C","A",-36,36,"A","Catch",2436,612
"8","6","58","B","A",40,36,"A","Gain",2472,609
"8","6","59","D","C",-40,-36,"C","Loss",2436,750
"8","6","60","D","B",-40,40,"B","Catch",2476,742
"9","1","1","B","D",40,0,"B","Catch",40,3919
"9","1","2","C","D",-36,0,"C","Loss",4,2511
"9","1","3","B","A",40,36,"A","Gain",40,2270
"9","1","4","B","A",40,36,"B","Gain",80,2552
"9","1","5","A","C",36,-36,"C","Catch",44,2408
"9","1","6","D","C",-40,-36,"C","Loss",8,2486
"9","1","7","A","B",36,40,"A","Gain",44,3055
"9","1","8","C","D",-36,-40,"C","Loss",8,2938
"9","1","9","D","A",-40,36,"A","Catch",44,5218
"9","1","10","B","A",40,36,"B","Gain",84,2456
"9","1","11","B","A",40,36,"B","Gain",124,1923
"9","1","12","D","C",-40,-36,"C","Loss",88,2228
"9","1","13","D","A",-40,36,"D","Catch",48,2367
"9","1","14","B","A",40,36,"A","Gain",84,1399
"9","1","15","C","D",-36,-40,"D","Loss",44,2244
"9","1","16","A","B",36,40,"A","Gain",80,1040
"9","1","17","A","B",36,40,"B","Gain",120,1468
"9","1","18","D","C",-40,-36,"D","Loss",80,1023
"9","1","19","D","C",-40,-36,"D","Loss",40,1276
"9","1","20","B","A",40,36,"B","Gain",80,1126
"9","1","21","D","C",-40,-36,"C","Loss",44,3574
"9","1","22","C","D",-36,-40,"D","Loss",4,1229
"9","1","23","C","D",-36,-40,"C","Loss",-32,1585
"9","1","24","B","A",40,36,"B","Gain",8,918
"9","1","25","C","B",-36,40,"B","Catch",48,1112
"9","1","26","B","A",40,36,"B","Gain",88,2656
"9","1","27","C","D",-36,-40,"D","Loss",48,1468
"9","1","28","D","C",-40,-36,"D","Loss",8,1999
"9","1","29","C","A",-36,36,"A","Catch",44,1284
"9","1","30","D","C",-40,-36,"D","Loss",4,5007
"9","1","31","B","A",40,36,"B","Gain",44,1869
"9","1","32","A","B",36,40,"B","Gain",84,1063
"9","1","33","A","B",36,40,"B","Gain",124,1033
"9","1","34","C","A",-36,36,"A","Catch",160,1663
"9","1","35","C","B",-36,40,"B","Catch",200,873
"9","1","36","A","B",36,40,"B","Gain",240,788
"9","1","37","C","D",-36,-40,"D","Loss",200,1050
"9","1","38","D","C",-40,-36,"D","Loss",160,1278
"9","1","39","D","B",-40,0,"B","Catch",160,1632
"9","1","40","D","C",-40,-36,"C","Loss",124,1380
"9","1","41","A","B",36,40,"B","Gain",164,666
"9","1","42","C","D",-36,-40,"D","Loss",124,1645
"9","1","43","C","D",-36,-40,"C","Loss",88,1264
"9","1","44","B","A",40,36,"B","Gain",128,1004
"9","1","45","D","C",-40,-36,"D","Loss",88,2016
"9","1","46","A","B",36,0,"B","Gain",88,1039
"9","1","47","D","B",0,40,"B","Catch",128,730
"9","1","48","C","D",-36,-40,"D","Loss",88,2266
"9","1","49","A","D",36,-40,"A","Catch",124,1869
"9","1","50","A","B",36,40,"B","Gain",164,736
"9","1","51","B","A",0,36,"B","Gain",164,808
"9","1","52","D","C",-40,-36,"D","Loss",124,997
"9","1","53","B","A",40,36,"B","Gain",164,1003
"9","1","54","C","D",-36,-40,"D","Loss",124,961
"9","1","55","A","B",36,40,"B","Gain",164,591
"9","1","56","D","C",-40,-36,"D","Loss",124,2284
"9","1","57","B","C",40,-36,"B","Catch",164,951
"9","1","58","A","B",36,40,"B","Gain",204,1063
"9","1","59","A","B",36,40,"B","Gain",244,993
"9","1","60","C","D",-36,-40,"D","Loss",204,1456
"9","2","1","D","A",-40,36,"A","Catch",240,4425
"9","2","2","A","B",36,40,"B","Gain",280,1453
"9","2","3","C","D",-36,-40,"D","Loss",240,1225
"9","2","4","D","C",-40,-36,"D","Loss",200,916
"9","2","5","C","D",-36,-40,"D","Loss",160,958
"9","2","6","D","C",-40,-36,"D","Loss",120,773
"9","2","7","A","B",36,40,"B","Gain",160,900
"9","2","8","C","D",-36,-40,"D","Loss",120,6157
"9","2","9","D","C",-40,-36,"D","Loss",80,677
"9","2","10","A","B",36,40,"B","Gain",120,671
"9","2","11","C","D",-36,0,"D","Loss",120,1322
"9","2","12","C","B",-36,40,"B","Catch",160,635
"9","2","13","A","B",36,40,"B","Gain",200,679
"9","2","14","B","A",40,36,"B","Gain",240,769
"9","2","15","C","D",-36,-40,"D","Loss",200,2032
"9","2","16","D","B",-40,40,"B","Catch",240,932
"9","2","17","B","A",40,36,"B","Gain",280,996
"9","2","18","D","C",-40,-36,"D","Loss",240,1041
"9","2","19","B","D",0,-40,"B","Catch",240,573
"9","2","20","A","B",36,40,"B","Gain",280,685
"9","2","21","D","C",-40,-36,"D","Loss",240,2246
"9","2","22","A","B",36,40,"B","Gain",280,1066
"9","2","23","A","B",36,40,"B","Gain",320,862
"9","2","24","C","D",-36,-40,"D","Loss",280,1088
"9","2","25","B","A",40,36,"B","Gain",320,1154
"9","2","26","B","A",40,36,"B","Gain",360,1010
"9","2","27","B","A",40,36,"B","Gain",400,957
"9","2","28","B","A",40,36,"B","Gain",440,1148
"9","2","29","D","B",-40,40,"B","Catch",480,1309
"9","2","30","B","A",0,36,"B","Gain",480,2125
"9","2","31","C","A",-36,36,"A","Catch",516,1494
"9","2","32","D","C",-40,-36,"D","Loss",476,2471
"9","2","33","B","A",0,36,"B","Gain",476,850
"9","2","34","C","D",-36,-40,"D","Loss",436,1197
"9","2","35","D","C",-40,-36,"D","Loss",396,1035
"9","2","36","A","B",36,40,"A","Gain",432,1671
"9","2","37","A","B",36,40,"B","Gain",472,730
"9","2","38","A","B",36,40,"B","Gain",512,1114
"9","2","39","B","A",40,36,"B","Gain",552,978
"9","2","40","C","D",-36,-40,"C","Loss",516,4361
"9","2","41","C","D",-36,-40,"C","Loss",480,1024
"9","2","42","A","B",36,40,"B","Gain",520,757
"9","2","43","A","C",36,-36,"A","Catch",556,2324
"9","2","44","D","A",-40,36,"A","Catch",592,2173
"9","2","45","B","A",40,36,"B","Gain",632,1172
"9","2","46","B","A",40,36,"B","Gain",672,3683
"9","2","47","A","B",36,40,"B","Gain",712,822
"9","2","48","D","C",-40,-36,"C","Loss",676,1218
"9","2","49","C","B",-36,40,"B","Catch",716,710
"9","2","50","C","D",-36,-40,"C","Loss",680,2032
"9","2","51","C","D",-36,-40,"C","Loss",644,1644
"9","2","52","C","D",-36,-40,"C","Loss",608,1215
"9","2","53","B","A",40,36,"B","Gain",648,1020
"9","2","54","D","C",-40,-36,"C","Loss",612,1633
"9","2","55","A","D",36,0,"A","Catch",648,1005
"9","2","56","C","A",-36,36,"A","Catch",684,1619
"9","2","57","B","C",40,-36,"B","Catch",724,712
"9","2","58","D","C",0,-36,"C","Loss",688,1977
"9","2","59","D","C",-40,-36,"C","Loss",652,1840
"9","2","60","D","C",-40,-36,"C","Loss",616,1835
"9","3","1","D","C",-40,-36,"C","Loss",580,2673
"9","3","2","A","B",36,40,"B","Gain",620,844
"9","3","3","C","A",-36,36,"A","Catch",656,5968
"9","3","4","C","B",-36,40,"B","Catch",696,1063
"9","3","5","D","A",-40,36,"A","Catch",732,3441
"9","3","6","D","C",-40,-36,"C","Loss",696,2390
"9","3","7","A","B",36,40,"B","Gain",736,1507
"9","3","8","C","D",-36,-40,"C","Loss",700,1909
"9","3","9","D","C",0,-36,"C","Loss",664,1486
"9","3","10","D","C",-40,-36,"D","Loss",624,1752
"9","3","11","C","D",-36,-40,"C","Loss",588,1280
"9","3","12","D","C",-40,-36,"C","Loss",552,1226
"9","3","13","C","D",-36,-40,"C","Loss",516,901
"9","3","14","D","C",-40,-36,"C","Loss",480,879
"9","3","15","B","A",40,36,"B","Gain",520,577
"9","3","16","A","B",36,40,"B","Gain",560,839
"9","3","17","B","A",0,36,"B","Gain",560,772
"9","3","18","A","B",36,40,"B","Gain",600,939
"9","3","19","B","A",40,36,"B","Gain",640,658
"9","3","20","A","D",36,-40,"A","Catch",676,1853
"9","3","21","A","B",36,40,"B","Gain",716,609
"9","3","22","A","B",36,40,"B","Gain",756,1174
"9","3","23","B","C",40,-36,"B","Catch",796,820
"9","3","24","B","A",40,36,"B","Gain",836,857
"9","3","25","C","D",-36,-40,"D","Loss",796,1220
"9","3","26","A","B",36,40,"B","Gain",836,793
"9","3","27","A","B",36,40,"B","Gain",876,591
"9","3","28","D","C",-40,-36,"D","Loss",836,1325
"9","3","29","D","C",-40,-36,"C","Loss",800,1445
"9","3","30","B","D",40,-40,"B","Catch",840,657
"9","3","31","C","D",-36,-40,"C","Loss",804,1637
"9","3","32","D","C",-40,-36,"C","Loss",768,625
"9","3","33","B","A",40,36,"B","Gain",808,748
"9","3","34","D","C",0,-36,"C","Loss",772,812
"9","3","35","C","D",-36,-40,"C","Loss",736,1480
"9","3","36","B","A",0,36,"B","Gain",736,731
"9","3","37","C","D",-36,-40,"D","Loss",696,1539
"9","3","38","C","D",-36,-40,"C","Loss",660,740
"9","3","39","C","D",-36,-40,"C","Loss",624,1163
"9","3","40","A","C",36,-36,"A","Catch",660,1066
"9","3","41","A","B",36,0,"B","Gain",660,829
"9","3","42","D","B",-40,40,"B","Catch",700,722
"9","3","43","C","D",-36,0,"C","Loss",664,691
"9","3","44","A","B",36,40,"B","Gain",704,781
"9","3","45","D","A",-40,36,"A","Catch",740,955
"9","3","46","B","A",40,36,"B","Gain",780,713
"9","3","47","D","C",-40,-36,"C","Loss",744,995
"9","3","48","C","D",-36,-40,"C","Loss",708,1032
"9","3","49","A","B",36,40,"B","Gain",748,892
"9","3","50","B","A",40,36,"B","Gain",788,958
"9","3","51","C","B",-36,40,"B","Catch",828,734
"9","3","52","D","C",-40,-36,"D","Loss",788,1261
"9","3","53","B","A",40,36,"B","Gain",828,815
"9","3","54","C","D",-36,-40,"C","Loss",792,3030
"9","3","55","D","B",-40,40,"B","Catch",832,770
"9","3","56","B","A",40,36,"B","Gain",872,584
"9","3","57","B","A",40,36,"B","Gain",912,702
"9","3","58","A","B",36,40,"B","Gain",952,656
"9","3","59","C","A",-36,36,"A","Catch",988,1004
"9","3","60","B","A",40,36,"B","Gain",1028,753
"9","4","1","B","A",40,36,"B","Gain",1068,2311
"9","4","2","D","B",-40,0,"B","Catch",1068,1049
"9","4","3","A","B",36,40,"B","Gain",1108,685
"9","4","4","D","C",0,-36,"C","Loss",1072,1263
"9","4","5","A","B",36,40,"B","Gain",1112,625
"9","4","6","D","C",-40,-36,"C","Loss",1076,1390
"9","4","7","B","A",40,36,"B","Gain",1116,1683
"9","4","8","C","A",-36,36,"A","Catch",1152,902
"9","4","9","B","A",40,36,"B","Gain",1192,759
"9","4","10","D","C",-40,-36,"C","Loss",1156,1422
"9","4","11","B","A",40,36,"B","Gain",1196,867
"9","4","12","A","B",36,40,"B","Gain",1236,1550
"9","4","13","B","A",40,36,"B","Gain",1276,901
"9","4","14","D","C",-40,-36,"C","Loss",1240,1296
"9","4","15","C","D",-36,-40,"D","Loss",1200,1545
"9","4","16","B","A",40,36,"B","Gain",1240,807
"9","4","17","B","A",40,36,"B","Gain",1280,853
"9","4","18","C","D",-36,-40,"C","Loss",1244,1232
"9","4","19","D","C",-40,-36,"C","Loss",1208,3925
"9","4","20","B","C",40,-36,"B","Catch",1248,573
"9","4","21","A","B",36,40,"B","Gain",1288,4276
"9","4","22","A","B",36,40,"B","Gain",1328,2783
"9","4","23","C","D",-36,-40,"C","Loss",1292,1324
"9","4","24","C","D",-36,0,"C","Loss",1256,1205
"9","4","25","B","D",40,-40,"B","Catch",1296,802
"9","4","26","A","B",36,40,"B","Gain",1336,2048
"9","4","27","C","B",-36,40,"B","Catch",1376,2100
"9","4","28","D","C",-40,-36,"C","Loss",1340,5045
"9","4","29","D","C",0,-36,"C","Loss",1304,793
"9","4","30","D","C",-40,-36,"C","Loss",1268,1135
"9","4","31","D","C",-40,-36,"C","Loss",1232,887
"9","4","32","A","B",36,0,"B","Gain",1232,577
"9","4","33","A","B",36,40,"B","Gain",1272,736
"9","4","34","C","D",-36,-40,"C","Loss",1236,1088
"9","4","35","D","A",-40,36,"A","Catch",1272,962
"9","4","36","C","D",-36,-40,"C","Loss",1236,1696
"9","4","37","C","D",-36,-40,"C","Loss",1200,1233
"9","4","38","C","D",-36,-40,"C","Loss",1164,1077
"9","4","39","C","D",-36,-40,"D","Loss",1124,784
"9","4","40","B","A",40,36,"B","Gain",1164,806
"9","4","41","C","B",-36,40,"B","Catch",1204,763
"9","4","42","D","C",-40,-36,"D","Loss",1164,1682
"9","4","43","D","A",-40,36,"A","Catch",1200,725
"9","4","44","C","A",-36,36,"A","Catch",1236,654
"9","4","45","A","B",36,40,"B","Gain",1276,1169
"9","4","46","D","C",-40,-36,"C","Loss",1240,864
"9","4","47","A","B",36,0,"B","Gain",1240,762
"9","4","48","C","D",-36,-40,"D","Loss",1200,1322
"9","4","49","A","B",36,40,"B","Gain",1240,826
"9","4","50","A","B",36,40,"B","Gain",1280,638
"9","4","51","B","A",40,36,"B","Gain",1320,1027
"9","4","52","C","D",-36,-40,"C","Loss",1284,1247
"9","4","53","B","A",40,36,"B","Gain",1324,834
"9","4","54","B","A",40,36,"B","Gain",1364,758
"9","4","55","D","C",-40,-36,"C","Loss",1328,2125
"9","4","56","A","C",36,-36,"A","Catch",1364,1094
"9","4","57","D","B",-40,40,"B","Catch",1404,983
"9","4","58","A","D",36,-40,"A","Catch",1440,1660
"9","4","59","B","A",40,36,"A","Gain",1476,2376
"9","4","60","C","D",-36,-40,"C","Loss",1440,1686
"9","5","1","D","C",-40,-36,"D","Loss",1400,2061
"9","5","2","A","B",36,40,"B","Gain",1440,969
"9","5","3","A","B",36,40,"B","Gain",1480,848
"9","5","4","C","A",-36,36,"A","Catch",1516,923
"9","5","5","D","A",-40,36,"A","Catch",1552,932
"9","5","6","D","C",-40,-36,"C","Loss",1516,1115
"9","5","7","C","D",-36,-40,"C","Loss",1480,1564
"9","5","8","D","C",-40,-36,"C","Loss",1444,2867
"9","5","9","C","D",-36,-40,"C","Loss",1408,1102
"9","5","10","B","A",40,36,"B","Gain",1448,760
"9","5","11","B","A",40,36,"B","Gain",1488,1959
"9","5","12","C","B",-36,40,"B","Catch",1528,678
"9","5","13","D","C",-40,-36,"C","Loss",1492,1168
"9","5","14","D","A",-40,36,"A","Catch",1528,1791
"9","5","15","B","D",40,-40,"B","Catch",1568,844
"9","5","16","B","A",40,36,"B","Gain",1608,1832
"9","5","17","C","D",-36,-40,"C","Loss",1572,1668
"9","5","18","A","B",36,40,"B","Gain",1612,887
"9","5","19","B","A",40,36,"B","Gain",1652,825
"9","5","20","D","B",-40,40,"B","Catch",1692,678
"9","5","21","D","C",-40,-36,"C","Loss",1656,1352
"9","5","22","C","D",-36,-40,"C","Loss",1620,4007
"9","5","23","C","D",-36,0,"C","Loss",1584,924
"9","5","24","A","B",36,40,"B","Gain",1624,646
"9","5","25","A","B",36,40,"B","Gain",1664,745
"9","5","26","D","C",-40,-36,"C","Loss",1628,841
"9","5","27","A","B",36,40,"B","Gain",1668,716
"9","5","28","B","C",40,-36,"B","Catch",1708,861
"9","5","29","D","C",-40,-36,"C","Loss",1672,1321
