"Subject","Block","Trial","L_choice","R_choice","L_reward","R_reward","Sub_Choose","Frame","NetWorth","RT"
"55","5","22","C","B",-36,40,"B","Catch",1392,636
"55","5","23","B","A",40,36,"B","Gain",1432,464
"55","5","24","A","B",36,40,"B","Gain",1472,499
"55","5","25","A","B",36,40,"B","Gain",1512,724
"55","5","26","C","D",-36,-40,"C","Loss",1476,1053
"55","5","27","D","C",-40,-36,"C","Loss",1440,1312
"55","5","28","A","B",36,40,"B","Gain",1480,873
"55","5","29","B","A",0,36,"B","Gain",1480,772
"55","5","30","C","D",-36,0,"C","Loss",1444,762
"55","5","31","B","A",40,36,"B","Gain",1484,865
"55","5","32","B","A",40,36,"B","Gain",1524,563
"55","5","33","C","D",-36,-40,"C","Loss",1488,1194
"55","5","34","A","B",36,40,"B","Gain",1528,553
"55","5","35","B","A",40,36,"B","Gain",1568,631
"55","5","36","C","A",-36,36,"A","Catch",1604,820
"55","5","37","B","A",40,36,"B","Gain",1644,616
"55","5","38","D","C",-40,-36,"C","Loss",1608,733
"55","5","39","B","A",40,36,"B","Gain",1648,573
"55","5","40","C","D",-36,-40,"C","Loss",1612,988
"55","5","41","C","D",-36,-40,"C","Loss",1576,771
"55","5","42","A","C",36,-36,"A","Catch",1612,785
"55","5","43","C","A",-36,36,"A","Catch",1648,832
"55","5","44","A","B",36,40,"A","Gain",1684,707
"55","5","45","A","B",36,0,"B","Gain",1684,804
"55","5","46","D","A",-40,36,"A","Catch",1720,818
"55","5","47","D","C",-40,-36,"C","Loss",1684,879
"55","5","48","B","A",40,36,"B","Gain",1724,569
"55","5","49","D","C",-40,-36,"C","Loss",1688,696
"55","5","50","D","B",-40,40,"B","Catch",1728,729
"55","5","51","D","C",-40,-36,"C","Loss",1692,5057
"55","5","52","D","A",-40,36,"A","Catch",1728,900
"55","5","53","D","C",-40,-36,"C","Loss",1692,702
"55","5","54","A","B",36,40,"B","Gain",1732,767
"55","5","55","B","A",40,36,"B","Gain",1772,614
"55","5","56","B","D",40,-40,"B","Catch",1812,562
"55","5","57","A","B",36,40,"B","Gain",1852,706
"55","5","58","C","D",-36,0,"D","Loss",1852,1147
"55","5","59","A","B",36,40,"B","Gain",1892,562
"55","5","60","A","B",36,40,"B","Gain",1932,970
"55","6","1","C","B",-36,40,"B","Catch",1972,2499
"55","6","2","D","C",-40,-36,"C","Loss",1936,1132
"55","6","3","C","D",-36,-40,"C","Loss",1900,3725
"55","6","4","B","A",40,36,"B","Gain",1940,894
"55","6","5","A","B",36,0,"B","Gain",1940,527
"55","6","6","B","A",40,36,"B","Gain",1980,495
"55","6","7","D","A",0,36,"A","Catch",2016,761
"55","6","8","C","D",-36,-40,"C","Loss",1980,1071
"55","6","9","D","C",0,-36,"C","Loss",1944,1297
"55","6","10","A","B",36,40,"B","Gain",1984,635
"55","6","11","C","B",-36,40,"B","Catch",2024,583
"55","6","12","D","A",-40,36,"A","Catch",2060,589
"55","6","13","A","B",36,0,"B","Gain",2060,492
"55","6","14","D","C",-40,-36,"C","Loss",2024,1509
"55","6","15","A","B",36,40,"B","Gain",2064,566
"55","6","16","D","C",-40,-36,"C","Loss",2028,1077
"55","6","17","C","D",-36,-40,"C","Loss",1992,1023
"55","6","18","C","D",-36,-40,"C","Loss",1956,1067
"55","6","19","C","D",-36,-40,"C","Loss",1920,1599
"55","6","20","D","C",-40,-36,"C","Loss",1884,996
"55","6","21","A","B",36,40,"B","Gain",1924,842
"55","6","22","C","D",-36,-40,"C","Loss",1888,1044
"55","6","23","A","B",36,40,"B","Gain",1928,616
"55","6","24","C","D",-36,-40,"C","Loss",1892,885
"55","6","25","B","C",40,-36,"B","Catch",1932,719
"55","6","26","D","C",-40,-36,"C","Loss",1896,832
"55","6","27","B","A",40,36,"B","Gain",1936,652
"55","6","28","A","B",36,40,"B","Gain",1976,736
"55","6","29","A","D",36,-40,"A","Catch",2012,912
"55","6","30","C","D",-36,-40,"C","Loss",1976,913
"55","6","31","D","C",-40,-36,"C","Loss",1940,1193
"55","6","32","C","A",-36,36,"A","Catch",1976,647
"55","6","33","D","C",-40,-36,"C","Loss",1940,1235
"55","6","34","A","B",36,40,"B","Gain",1980,655
"55","6","35","C","D",-36,-40,"C","Loss",1944,1233
"55","6","36","B","A",40,36,"B","Gain",1984,1125
"55","6","37","B","A",40,36,"B","Gain",2024,758
"55","6","38","A","B",36,40,"B","Gain",2064,661
"55","6","39","B","A",40,36,"B","Gain",2104,689
"55","6","40","C","D",-36,0,"C","Loss",2068,1010
"55","6","41","D","B",-40,40,"B","Catch",2108,511
"55","6","42","B","D",40,-40,"B","Catch",2148,736
"55","6","43","B","A",40,36,"B","Gain",2188,568
"55","6","44","A","B",36,40,"B","Gain",2228,631
"55","6","45","C","A",-36,36,"A","Catch",2264,699
"55","6","46","D","B",-40,40,"B","Catch",2304,556
"55","6","47","C","D",-36,-40,"C","Loss",2268,955
"55","6","48","B","A",40,36,"B","Gain",2308,755
"55","6","49","D","C",-40,-36,"C","Loss",2272,1482
"55","6","50","B","A",40,36,"B","Gain",2312,556
"55","6","51","B","A",40,36,"B","Gain",2352,692
"55","6","52","A","C",36,-36,"A","Catch",2388,629
"55","6","53","B","A",0,36,"B","Gain",2388,458
"55","6","54","D","C",-40,-36,"C","Loss",2352,1677
"55","6","55","C","D",-36,-40,"C","Loss",2316,1143
"55","6","56","A","B",36,40,"B","Gain",2356,807
"55","6","57","D","C",-40,-36,"C","Loss",2320,1404
"55","6","58","A","B",36,40,"B","Gain",2360,770
"55","6","59","D","C",-40,-36,"C","Loss",2324,785
"55","6","60","B","A",40,36,"B","Gain",2364,598
"56","1","1","C","D",-36,-40,"C","Loss",-36,2351
"56","1","2","D","C",-40,-36,"C","Loss",-72,2589
"56","1","3","A","B",36,40,"B","Gain",-32,2323
"56","1","4","B","A",40,36,"B","Gain",8,1571
"56","1","5","C","A",-36,36,"C","Catch",-28,1402
"56","1","6","A","D",36,-40,"D","Catch",-68,1568
"56","1","7","B","A",0,36,"A","Gain",-32,2303
"56","1","8","C","D",-36,-40,"C","Loss",-68,1360
"56","1","9","C","B",-36,40,"C","Catch",-104,1526
"56","1","10","B","A",40,36,"A","Gain",-68,775
"56","1","11","C","D",-36,-40,"C","Loss",-104,1613
"56","1","12","B","A",40,36,"A","Gain",-68,1034
"56","1","13","D","C",-40,-36,"D","Loss",-108,2325
"56","1","14","D","C",-40,-36,"C","Loss",-144,1661
"56","1","15","A","B",36,40,"B","Gain",-104,1353
"56","1","16","C","D",-36,0,"C","Loss",-140,784
"56","1","17","D","C",-40,-36,"D","Loss",-180,1350
"56","1","18","B","A",40,36,"B","Gain",-140,1061
"56","1","19","A","C",36,-36,"A","Catch",-104,832
"56","1","20","D","C",-40,-36,"D","Loss",-144,1973
"56","1","21","A","B",36,40,"B","Gain",-104,1443
"56","1","22","B","A",40,36,"B","Gain",-64,1575
"56","1","23","A","B",36,40,"B","Gain",-24,1661
"56","1","24","D","C",-40,-36,"D","Loss",-64,2367
"56","1","25","D","B",-40,40,"B","Catch",-24,1350
"56","1","26","B","A",40,36,"A","Gain",12,2375
"56","1","27","D","A",-40,36,"A","Catch",48,1078
"56","1","28","B","A",40,36,"A","Gain",84,1999
"56","1","29","D","C",-40,-36,"C","Loss",48,2124
"56","1","30","C","D",-36,-40,"C","Loss",12,2165
"56","1","31","C","D",-36,-40,"C","Loss",-24,1092
"56","1","32","A","B",36,40,"B","Gain",16,1077
"56","1","33","D","A",0,36,"A","Catch",52,2351
"56","1","34","A","B",36,40,"B","Gain",92,1654
"56","1","35","B","A",40,36,"B","Gain",132,1194
"56","1","36","B","A",40,36,"B","Gain",172,1087
"56","1","37","B","A",40,36,"B","Gain",212,777
"56","1","38","C","D",-36,-40,"C","Loss",176,1880
"56","1","39","A","B",36,0,"B","Gain",176,1370
"56","1","40","A","B",36,40,"A","Gain",212,633
"56","1","41","A","B",36,40,"B","Gain",252,1429
"56","1","42","C","D",-36,-40,"C","Loss",216,1089
"56","1","43","C","D",-36,-40,"C","Loss",180,803
"56","1","44","C","D",-36,-40,"C","Loss",144,864
"56","1","45","B","A",40,36,"B","Gain",184,1715
"56","1","46","B","C",40,-36,"B","Catch",224,876
"56","1","47","D","B",-40,40,"B","Catch",264,758
"56","1","48","C","A",-36,36,"A","Catch",300,2277
"56","1","49","B","D",40,-40,"B","Catch",340,1695
"56","1","50","D","C",-40,-36,"C","Loss",304,1041
"56","1","51","A","B",36,40,"B","Gain",344,1397
"56","1","52","D","C",-40,-36,"C","Loss",308,1946
"56","1","53","C","B",-36,0,"B","Catch",308,1393
"56","1","54","A","B",36,40,"B","Gain",348,5655
"56","1","55","A","B",36,40,"B","Gain",388,931
"56","1","56","D","C",-40,-36,"C","Loss",352,1372
"56","1","57","C","D",-36,0,"C","Loss",316,1025
"56","1","58","D","C",-40,-36,"D","Loss",276,1414
"56","1","59","C","D",-36,-40,"C","Loss",240,1115
"56","1","60","D","C",-40,-36,"C","Loss",204,1595
"56","2","1","B","A",40,36,"B","Gain",244,2030
"56","2","2","B","A",0,36,"B","Gain",244,722
"56","2","3","A","B",36,0,"B","Gain",244,795
"56","2","4","A","B",36,40,"A","Gain",280,776
"56","2","5","B","A",40,36,"B","Gain",320,1006
"56","2","6","A","B",36,40,"B","Gain",360,868
"56","2","7","B","A",40,36,"B","Gain",400,975
"56","2","8","B","C",40,-36,"B","Catch",440,997
"56","2","9","A","D",36,-40,"A","Catch",476,1987
"56","2","10","C","D",-36,-40,"C","Loss",440,1345
"56","2","11","B","A",40,36,"B","Gain",480,1520
"56","2","12","D","C",-40,-36,"C","Loss",444,898
"56","2","13","D","C",-40,-36,"C","Loss",408,1091
"56","2","14","A","B",36,40,"B","Gain",448,1132
"56","2","15","D","C",-40,-36,"C","Loss",412,1332
"56","2","16","C","A",-36,36,"A","Catch",448,2500
"56","2","17","A","B",36,40,"B","Gain",488,774
"56","2","18","A","B",36,40,"B","Gain",528,837
"56","2","19","A","B",36,40,"B","Gain",568,881
"56","2","20","C","D",-36,-40,"C","Loss",532,1291
"56","2","21","D","C",-40,-36,"C","Loss",496,1318
"56","2","22","B","A",0,36,"B","Gain",496,1142
"56","2","23","C","D",-36,-40,"C","Loss",460,1253
"56","2","24","D","C",-40,-36,"C","Loss",424,769
"56","2","25","B","A",40,36,"B","Gain",464,1792
"56","2","26","C","D",-36,-40,"C","Loss",428,1101
"56","2","27","D","A",-40,36,"A","Catch",464,919
"56","2","28","B","A",40,36,"B","Gain",504,1015
"56","2","29","D","C",0,-36,"C","Loss",468,1044
"56","2","30","C","B",-36,40,"B","Catch",508,1144
"56","2","31","D","C",0,-36,"C","Loss",472,1031
"56","2","32","D","A",-40,36,"A","Catch",508,1444
"56","2","33","B","A",40,36,"B","Gain",548,975
"56","2","34","B","A",40,36,"B","Gain",588,1244
"56","2","35","B","D",40,-40,"B","Catch",628,1080
"56","2","36","D","C",-40,-36,"C","Loss",592,858
"56","2","37","C","D",-36,-40,"C","Loss",556,1445
"56","2","38","C","D",-36,-40,"C","Loss",520,1097
"56","2","39","C","D",-36,-40,"C","Loss",484,730
"56","2","40","C","D",-36,-40,"C","Loss",448,706
"56","2","41","D","B",-40,40,"B","Catch",488,796
"56","2","42","C","D",-36,-40,"C","Loss",452,1105
"56","2","43","D","C",-40,-36,"C","Loss",416,1027
"56","2","44","D","C",-40,-36,"C","Loss",380,934
"56","2","45","C","A",-36,36,"A","Catch",416,1167
"56","2","46","D","B",-40,40,"B","Catch",456,869
"56","2","47","C","D",-36,-40,"C","Loss",420,1880
"56","2","48","B","A",40,36,"B","Gain",460,1443
"56","2","49","A","B",36,40,"B","Gain",500,822
"56","2","50","C","D",-36,0,"C","Loss",464,1291
"56","2","51","A","B",36,40,"B","Gain",504,813
"56","2","52","C","D",-36,-40,"C","Loss",468,834
"56","2","53","C","B",-36,40,"B","Catch",508,678
"56","2","54","D","C",-40,-36,"C","Loss",472,1200
"56","2","55","A","B",36,40,"B","Gain",512,1278
"56","2","56","A","C",36,-36,"A","Catch",548,1336
"56","2","57","A","B",36,40,"B","Gain",588,1184
"56","2","58","B","A",40,36,"B","Gain",628,982
"56","2","59","D","C",-40,-36,"C","Loss",592,860
"56","2","60","A","B",36,40,"B","Gain",632,1095
"56","3","1","B","D",40,-40,"B","Catch",672,1109
"56","3","2","C","D",-36,-40,"C","Loss",636,1150
"56","3","3","A","B",36,40,"B","Gain",676,774
"56","3","4","B","A",40,36,"B","Gain",716,756
"56","3","5","C","A",-36,36,"A","Catch",752,1348
"56","3","6","B","A",40,36,"B","Gain",792,1995
"56","3","7","D","C",-40,-36,"C","Loss",756,985
"56","3","8","C","D",-36,-40,"C","Loss",720,1150
"56","3","9","A","B",36,40,"B","Gain",760,1166
"56","3","10","B","A",40,36,"B","Gain",800,829
"56","3","11","D","C",-40,-36,"C","Loss",764,897
"56","3","12","D","C",-40,-36,"C","Loss",728,843
"56","3","13","B","A",40,36,"B","Gain",768,1053
"56","3","14","A","C",36,-36,"A","Catch",804,1073
"56","3","15","A","B",36,0,"B","Gain",804,1205
"56","3","16","C","D",-36,-40,"C","Loss",768,961
"56","3","17","D","C",-40,-36,"C","Loss",732,961
"56","3","18","B","C",40,-36,"B","Catch",772,1104
"56","3","19","D","C",-40,-36,"C","Loss",736,928
"56","3","20","B","A",40,36,"B","Gain",776,1057
"56","3","21","C","D",-36,-40,"C","Loss",740,1300
"56","3","22","D","A",-40,36,"A","Catch",776,902
"56","3","23","D","C",0,-36,"C","Loss",740,1319
"56","3","24","B","A",40,36,"B","Gain",780,1408
"56","3","25","A","B",36,40,"B","Gain",820,1253
"56","3","26","D","C",-40,-36,"C","Loss",784,1385
"56","3","27","D","B",-40,40,"B","Catch",824,1206
"56","3","28","C","D",-36,-40,"C","Loss",788,1075
"56","3","29","D","A",-40,36,"A","Catch",824,1245
"56","3","30","A","B",36,40,"B","Gain",864,929
"56","3","31","C","D",-36,0,"C","Loss",828,1185
"56","3","32","C","D",-36,-40,"C","Loss",792,928
"56","3","33","B","A",40,36,"B","Gain",832,640
"56","3","34","B","A",40,36,"B","Gain",872,1796
"56","3","35","A","B",36,40,"B","Gain",912,650
"56","3","36","A","D",36,-40,"A","Catch",948,1732
"56","3","37","D","B",-40,0,"B","Catch",948,909
"56","3","38","C","D",-36,-40,"C","Loss",912,1037
"56","3","39","C","B",-36,40,"B","Catch",952,858
"56","3","40","B","A",40,36,"B","Gain",992,772
"56","3","41","B","A",40,36,"B","Gain",1032,971
"56","3","42","D","C",-40,-36,"C","Loss",996,1122
"56","3","43","D","C",-40,-36,"C","Loss",960,1027
"56","3","44","D","C",-40,-36,"C","Loss",924,1023
"56","3","45","A","B",36,40,"B","Gain",964,940
"56","3","46","A","B",36,40,"B","Gain",1004,852
"56","3","47","C","D",-36,-40,"C","Loss",968,985
"56","3","48","C","A",-36,36,"A","Catch",1004,1462
"56","3","49","A","B",36,40,"B","Gain",1044,1681
"56","3","50","C","D",-36,0,"C","Loss",1008,1074
"56","3","51","B","A",40,36,"B","Gain",1048,1469
"56","3","52","A","B",36,0,"B","Gain",1048,1152
"56","3","53","A","B",36,40,"B","Gain",1088,1319
"56","3","54","D","C",-40,-36,"C","Loss",1052,992
"56","3","55","B","A",40,36,"B","Gain",1092,710
"56","3","56","C","D",-36,-40,"C","Loss",1056,855
"56","3","57","C","D",-36,-40,"C","Loss",1020,954
"56","3","58","D","C",-40,-36,"C","Loss",984,834
"56","3","59","A","B",36,40,"B","Gain",1024,1030
"56","3","60","C","B",-36,40,"B","Catch",1064,1218
"56","4","1","A","D",36,-40,"A","Catch",1100,1524
"56","4","2","C","D",-36,-40,"C","Loss",1064,1301
"56","4","3","C","D",-36,-40,"C","Loss",1028,790
"56","4","4","D","C",-40,-36,"C","Loss",992,948
"56","4","5","B","A",40,36,"B","Gain",1032,715
"56","4","6","C","D",-36,-40,"C","Loss",996,1157
"56","4","7","D","B",-40,40,"B","Catch",1036,740
"56","4","8","B","C",40,-36,"B","Catch",1076,549
"56","4","9","A","B",36,40,"B","Gain",1116,636
"56","4","10","C","D",-36,-40,"C","Loss",1080,767
"56","4","11","A","B",36,40,"B","Gain",1120,1390
"56","4","12","C","A",-36,36,"A","Catch",1156,1637
"56","4","13","C","D",-36,-40,"C","Loss",1120,921
"56","4","14","B","A",40,36,"B","Gain",1160,1282
"56","4","15","D","C",0,-36,"C","Loss",1124,924
"56","4","16","C","D",-36,-40,"C","Loss",1088,1149
"56","4","17","B","A",0,36,"B","Gain",1088,868
"56","4","18","B","A",40,36,"B","Gain",1128,711
"56","4","19","A","B",36,40,"B","Gain",1168,928
"56","4","20","A","B",36,40,"B","Gain",1208,952
"56","4","21","A","B",36,40,"B","Gain",1248,1184
"56","4","22","B","D",40,-40,"B","Catch",1288,589
"56","4","23","C","A",-36,36,"A","Catch",1324,788
"56","4","24","D","C",0,-36,"C","Loss",1288,1057
"56","4","25","B","A",40,36,"B","Gain",1328,749
"56","4","26","B","A",40,36,"B","Gain",1368,716
"56","4","27","D","C",-40,-36,"C","Loss",1332,821
"56","4","28","A","B",36,40,"B","Gain",1372,554
"56","4","29","C","D",-36,-40,"C","Loss",1336,1778
"56","4","30","D","C",-40,-36,"C","Loss",1300,1128
"56","4","31","A","B",36,0,"B","Gain",1300,728
"56","4","32","A","B",36,40,"B","Gain",1340,784
"56","4","33","A","B",36,40,"B","Gain",1380,1654
"56","4","34","C","D",-36,-40,"C","Loss",1344,649
"56","4","35","D","C",-40,-36,"C","Loss",1308,998
"56","4","36","D","C",-40,-36,"C","Loss",1272,1042
"56","4","37","D","C",-40,-36,"C","Loss",1236,830
"56","4","38","C","D",-36,-40,"C","Loss",1200,666
"56","4","39","A","B",36,40,"B","Gain",1240,1397
"56","4","40","A","B",36,40,"B","Gain",1280,586
"56","4","41","D","C",-40,-36,"C","Loss",1244,977
"56","4","42","B","A",40,36,"B","Gain",1284,831
"56","4","43","C","B",-36,40,"B","Catch",1324,1003
"56","4","44","C","D",-36,-40,"C","Loss",1288,792
"56","4","45","C","B",-36,0,"B","Catch",1288,725
"56","4","46","D","B",0,40,"B","Catch",1328,733
"56","4","47","B","A",40,36,"B","Gain",1368,693
"56","4","48","D","C",-40,-36,"C","Loss",1332,1599
"56","4","49","B","A",40,36,"B","Gain",1372,668
"56","4","50","D","A",-40,36,"A","Catch",1408,831
"56","4","51","D","A",-40,36,"A","Catch",1444,1220
"56","4","52","A","B",36,40,"B","Gain",1484,816
"56","4","53","B","A",40,36,"B","Gain",1524,661
"56","4","54","D","C",-40,-36,"C","Loss",1488,744
"56","4","55","B","A",40,36,"B","Gain",1528,688
"56","4","56","C","D",-36,-40,"C","Loss",1492,1274
"56","4","57","B","A",40,36,"B","Gain",1532,956
"56","4","58","A","C",36,-36,"A","Catch",1568,1395
"56","4","59","D","C",-40,-36,"C","Loss",1532,793
"56","4","60","C","D",-36,-40,"C","Loss",1496,1238
"56","5","1","C","D",-36,-40,"C","Loss",1460,1263
"56","5","2","D","C",-40,-36,"C","Loss",1424,672
"56","5","3","B","A",40,36,"B","Gain",1464,667
"56","5","4","D","C",-40,-36,"C","Loss",1428,742
"56","5","5","A","C",36,-36,"A","Catch",1464,669
"56","5","6","A","B",36,40,"B","Gain",1504,825
"56","5","7","C","D",-36,-40,"C","Loss",1468,996
"56","5","8","C","D",-36,-40,"C","Loss",1432,874
"56","5","9","C","D",-36,-40,"C","Loss",1396,1021
"56","5","10","D","C",-40,-36,"C","Loss",1360,1658
"56","5","11","D","C",-40,-36,"C","Loss",1324,1029
"56","5","12","A","B",36,40,"B","Gain",1364,809
"56","5","13","D","B",-40,40,"B","Catch",1404,686
"56","5","14","C","D",-36,-40,"C","Loss",1368,1072
"56","5","15","C","D",-36,-40,"C","Loss",1332,787
"56","5","16","D","A",0,36,"A","Catch",1368,1289
"56","5","17","B","A",40,36,"B","Gain",1408,810
"56","5","18","D","B",-40,40,"B","Catch",1448,984
"56","5","19","B","A",40,36,"B","Gain",1488,885
"56","5","20","C","B",-36,40,"B","Catch",1528,927
"56","5","21","B","A",40,36,"B","Gain",1568,592
"56","5","22","C","D",-36,-40,"C","Loss",1532,1333
"56","5","23","B","A",40,36,"B","Gain",1572,925
"56","5","24","D","C",-40,-36,"C","Loss",1536,1190
"56","5","25","D","C",0,-36,"C","Loss",1500,964
"56","5","26","A","B",36,40,"B","Gain",1540,1043
"56","5","27","B","A",40,36,"B","Gain",1580,877
"56","5","28","A","B",36,40,"B","Gain",1620,777
"56","5","29","C","D",-36,-40,"C","Loss",1584,1038
"56","5","30","D","C",-40,-36,"C","Loss",1548,803
"56","5","31","B","A",0,36,"B","Gain",1548,1128
"56","5","32","A","B",36,40,"B","Gain",1588,1104
"56","5","33","A","D",36,-40,"A","Catch",1624,1033
"56","5","34","A","B",36,40,"A","Gain",1660,646
"56","5","35","C","D",-36,-40,"C","Loss",1624,1281
"56","5","36","D","C",-40,-36,"C","Loss",1588,651
"56","5","37","B","A",40,36,"B","Gain",1628,791
"56","5","38","D","C",-40,-36,"C","Loss",1592,1197
"56","5","39","B","D",40,-40,"B","Catch",1632,1018
"56","5","40","C","D",-36,-40,"C","Loss",1596,1182
"56","5","41","C","D",-36,-40,"C","Loss",1560,821
"56","5","42","A","B",36,40,"B","Gain",1600,681
"56","5","43","D","C",0,-36,"C","Loss",1564,1188
"56","5","44","A","B",36,40,"B","Gain",1604,794
"56","5","45","C","A",-36,36,"A","Catch",1640,1111
"56","5","46","B","A",40,36,"B","Gain",1680,624
"56","5","47","B","C",40,-36,"B","Catch",1720,973
"56","5","48","D","C",-40,-36,"C","Loss",1684,1196
"56","5","49","D","C",-40,-36,"C","Loss",1648,1298
"56","5","50","A","B",36,40,"B","Gain",1688,1267
"56","5","51","C","A",-36,36,"A","Catch",1724,981
"56","5","52","C","B",-36,0,"B","Catch",1724,843
"56","5","53","D","A",-40,36,"A","Catch",1760,1328
"56","5","54","B","A",40,36,"B","Gain",1800,623
"56","5","55","A","B",36,40,"B","Gain",1840,701
"56","5","56","B","A",0,36,"B","Gain",1840,805
"56","5","57","A","B",36,40,"B","Gain",1880,835
"56","5","58","C","D",-36,-40,"C","Loss",1844,1007
"56","5","59","A","B",36,40,"B","Gain",1884,1389
"56","5","60","B","A",40,36,"B","Gain",1924,707
"56","6","1","C","D",-36,0,"C","Loss",1888,1225
"56","6","2","D","C",-40,-36,"C","Loss",1852,876
"56","6","3","C","D",-36,-40,"C","Loss",1816,920
"56","6","4","D","C",-40,-36,"C","Loss",1780,647
"56","6","5","A","B",36,40,"B","Gain",1820,827
"56","6","6","D","B",-40,40,"B","Catch",1860,960
"56","6","7","A","B",36,40,"B","Gain",1900,1014
"56","6","8","B","C",40,-36,"B","Catch",1940,899
"56","6","9","C","A",-36,36,"A","Catch",1976,972
"56","6","10","C","D",-36,-40,"C","Loss",1940,1083
"56","6","11","D","C",-40,-36,"C","Loss",1904,1198
"56","6","12","C","A",-36,36,"A","Catch",1940,827
"56","6","13","C","D",-36,-40,"C","Loss",1904,822
"56","6","14","B","A",40,36,"B","Gain",1944,1107
"56","6","15","A","B",36,40,"B","Gain",1984,1150
"56","6","16","C","B",-36,0,"B","Catch",1984,716
"56","6","17","B","A",40,36,"B","Gain",2024,637
"56","6","18","B","A",40,36,"B","Gain",2064,1041
"56","6","19","B","A",40,36,"B","Gain",2104,621
"56","6","20","B","A",40,36,"B","Gain",2144,602
"56","6","21","C","D",-36,-40,"C","Loss",2108,1304
"56","6","22","D","C",-40,-36,"C","Loss",2072,985
"56","6","23","A","B",36,40,"B","Gain",2112,1176
"56","6","24","D","C",-40,-36,"C","Loss",2076,750
"56","6","25","B","A",40,36,"B","Gain",2116,1317
"56","6","26","D","B",-40,40,"B","Catch",2156,846
"56","6","27","D","C",-40,-36,"C","Loss",2120,1642
"56","6","28","A","C",36,-36,"A","Catch",2156,1061
"56","6","29","A","B",36,40,"B","Gain",2196,847
"56","6","30","D","C",-40,-36,"C","Loss",2160,907
"56","6","31","A","B",36,0,"B","Gain",2160,860
"56","6","32","A","B",36,40,"B","Gain",2200,1407
"56","6","33","C","D",-36,-40,"C","Loss",2164,1341
"56","6","34","C","B",-36,40,"B","Catch",2204,957
"56","6","35","A","B",36,40,"B","Gain",2244,876
"56","6","36","A","B",36,40,"B","Gain",2284,1175
"56","6","37","D","A",-40,36,"A","Catch",2320,1006
"56","6","38","B","D",0,-40,"B","Catch",2320,778
"56","6","39","D","C",-40,-36,"C","Loss",2284,1224
"56","6","40","D","C",-40,-36,"C","Loss",2248,861
"56","6","41","C","D",-36,-40,"C","Loss",2212,687
"56","6","42","A","B",36,40,"B","Gain",2252,810
"56","6","43","B","A",40,36,"B","Gain",2292,671
"56","6","44","B","A",40,36,"B","Gain",2332,649
"56","6","45","C","D",-36,-40,"C","Loss",2296,1333
"56","6","46","A","B",36,40,"B","Gain",2336,805
"56","6","47","D","C",-40,-36,"C","Loss",2300,1707
"56","6","48","A","B",36,40,"B","Gain",2340,1212
"56","6","49","B","A",40,36,"B","Gain",2380,753
"56","6","50","C","D",-36,-40,"C","Loss",2344,1320
"56","6","51","C","D",-36,-40,"C","Loss",2308,1001
"56","6","52","B","A",40,36,"B","Gain",2348,854
"56","6","53","B","A",40,36,"B","Gain",2388,522
"56","6","54","C","D",-36,-40,"C","Loss",2352,1475
"56","6","55","D","C",-40,-36,"C","Loss",2316,813
"56","6","56","C","D",-36,0,"C","Loss",2280,1010
"56","6","57","D","C",-40,-36,"C","Loss",2244,783
"56","6","58","A","D",36,-40,"A","Catch",2280,836
"56","6","59","D","A",0,36,"A","Catch",2316,690
"56","6","60","B","A",40,36,"B","Gain",2356,795
"57","1","1","C","D",-36,-40,"C","Loss",-36,10429
"57","1","2","C","D",-36,-40,"C","Loss",-72,7473
"57","1","3","B","A",40,36,"A","Gain",-36,2717
"57","1","4","D","C",-40,-36,"C","Loss",-72,2630
"57","1","5","C","D",-36,-40,"C","Loss",-108,3041
"57","1","6","D","C",-40,-36,"C","Loss",-144,2733
"57","1","7","D","C",-40,-36,"C","Loss",-180,1758
"57","1","8","C","D",-36,-40,"C","Loss",-216,2596
"57","1","9","A","D",36,-40,"A","Catch",-180,3369
"57","1","10","B","D",40,-40,"B","Catch",-140,2096
"57","1","11","A","B",36,40,"B","Gain",-100,2146
"57","1","12","C","A",-36,36,"A","Catch",-64,1553
"57","1","13","B","A",40,36,"B","Gain",-24,1536
"57","1","14","A","B",36,0,"B","Gain",-24,1529
"57","1","15","D","C",-40,-36,"C","Loss",-60,2769
"57","1","16","D","C",-40,-36,"C","Loss",-96,1687
"57","1","17","D","C",0,-36,"C","Loss",-132,1658
"57","1","18","A","B",36,40,"A","Gain",-96,4900
"57","1","19","D","B",-40,40,"B","Catch",-56,1838
"57","1","20","A","C",36,-36,"A","Catch",-20,2330
"57","1","21","D","C",-40,-36,"C","Loss",-56,2451
"57","1","22","A","B",36,40,"B","Gain",-16,1774
"57","1","23","D","A",-40,36,"A","Catch",20,6605
"57","1","24","B","A",40,36,"B","Gain",60,1930
"57","1","25","A","B",36,40,"B","Gain",100,2434
"57","1","26","C","D",-36,0,"C","Loss",64,3022
"57","1","27","C","D",-36,-40,"C","Loss",28,4291
"57","1","28","D","B",-40,40,"B","Catch",68,2166
"57","1","29","C","A",-36,36,"A","Catch",104,2461
"57","1","30","C","D",-36,0,"C","Loss",68,2574
"57","1","31","D","C",-40,-36,"C","Loss",32,2429
"57","1","32","A","B",36,40,"B","Gain",72,1321
"57","1","33","B","A",40,36,"B","Gain",112,1754
"57","1","34","A","B",36,40,"B","Gain",152,1545
"57","1","35","B","A",0,36,"B","Gain",152,1465
"57","1","36","A","B",36,40,"B","Gain",192,2660
