"Subject","Block","Trial","Object_1","Object_2","Object_3","Reward_1","Reward_2","Reward_3","Action","SetSize","Stim_Count","RT","PreCorrect","Delay"
1,1,1,"AJ","AK","AL",0,1,0,"AL",2,1,0.630057863192633,0,NA
1,1,2,"AJ","AK","AL",0,1,0,"AL",2,2,0.879061069455929,0,NA
1,1,3,"BJ","BK","BL",0,0,1,"BK",2,1,0.310727651114576,0,NA
1,1,4,"AJ","AK","AL",0,1,0,"AL",2,3,0.259215164231136,0,NA
1,1,5,"BJ","BK","BL",0,0,1,"BJ",2,2,0.804455568315461,0,NA
1,1,6,"BJ","BK","BL",0,0,1,"BJ",2,3,0.523138266638853,0,NA
1,1,7,"AJ","AK","AL",0,1,0,"AJ",2,4,1.06942268635612,0,NA
1,1,8,"AJ","AK","AL",0,1,0,"AK",2,5,0.375188581587281,0,NA
1,1,9,"BJ","BK","BL",0,0,1,"BL",2,4,0.564714260341134,0,NA
1,1,10,"BJ","BK","BL",0,0,1,"BL",2,5,0.686390265473165,1,1
1,1,11,"AJ","AK","AL",0,1,0,"AK",2,6,0.415107237175107,1,3
1,1,12,"AJ","AK","AL",0,1,0,"AK",2,7,0.554432930890471,2,1
1,1,13,"BJ","BK","BL",0,0,1,"BL",2,6,0.468767406593543,2,3
1,1,14,"BJ","BK","BL",0,0,1,"BL",2,7,0.563230887055397,3,1
1,1,15,"AJ","AK","AL",0,1,0,"AK",2,8,0.369190089055337,3,3
1,1,16,"BJ","BK","BL",0,0,1,"BL",2,8,0.318995657726191,4,2
1,1,17,"BJ","BK","BL",0,0,1,"BL",2,9,0.679265872808173,5,1
1,1,18,"AJ","AK","AL",0,1,0,"AK",2,9,0.409890381561127,4,3
1,2,1,"AJ","AK","AL",0,1,0,"AK",3,1,0.420444228802808,0,NA
1,2,2,"BJ","BK","BL",0,0,1,"BL",3,1,0.603820890013594,0,NA
1,2,3,"CJ","CK","CL",0,0,1,"CJ",3,1,0.255485476809554,0,NA
1,2,4,"CJ","CK","CL",0,0,1,"CK",3,2,0.378890599065926,0,NA
1,2,5,"BJ","BK","BL",0,0,1,"BL",3,2,0.845151361019816,1,3
1,2,6,"AJ","AK","AL",0,1,0,"AK",3,2,0.359740295505617,1,5
1,2,7,"CJ","CK","CL",0,0,1,"CL",3,3,0.434499081107788,0,NA
1,2,8,"BJ","BK","BL",0,0,1,"BL",3,3,0.556685510731768,2,3
1,2,9,"CJ","CK","CL",0,0,1,"CL",3,4,0.473446748743299,1,2
1,2,10,"BJ","BK","BL",0,0,1,"BL",3,4,0.553331524832174,3,2
1,2,11,"AJ","AK","AL",0,1,0,"AK",3,3,0.540913682896644,2,5
1,2,12,"BJ","BK","BL",0,0,1,"BL",3,5,0.479439793038182,4,2
1,2,13,"AJ","AK","AL",0,1,0,"AK",3,4,0.417191135406028,3,2
1,2,14,"CJ","CK","CL",0,0,1,"CL",3,5,0.551094390277285,2,5
1,2,15,"AJ","AK","AL",0,1,0,"AK",3,5,0.547545162786264,4,2
1,2,16,"CJ","CK","CL",0,0,1,"CL",3,6,0.470854668295942,3,2
1,2,17,"BJ","BK","BL",0,0,1,"BL",3,6,0.853822929901071,5,5
1,2,18,"CJ","CK","CL",0,0,1,"CL",3,7,0.41549105651211,4,2
1,2,19,"AJ","AK","AL",0,1,0,"AK",3,6,0.409797386149876,5,4
1,2,20,"BJ","BK","BL",0,0,1,"BL",3,7,0.563337711675558,6,3
1,2,21,"BJ","BK","BL",0,0,1,"BL",3,8,0.466532986902166,7,1
1,2,22,"AJ","AK","AL",0,1,0,"AK",3,7,0.494318509066943,6,3
1,2,23,"CJ","CK","CL",0,0,1,"CL",3,8,0.381579991022591,5,5
1,2,24,"CJ","CK","CL",0,0,1,"CL",3,9,0.430063994310331,6,1
1,2,25,"BJ","BK","BL",0,0,1,"BL",3,9,0.378040745446924,8,4
1,2,26,"AJ","AK","AL",0,1,0,"AK",3,8,0.500397757568862,7,4
1,2,27,"AJ","AK","AL",0,1,0,"AK",3,9,0.360392080387101,8,1
1,3,1,"AJ","AK","AL",1,0,0,"AL",2,1,0.611001289973501,0,NA
1,3,2,"AJ","AK","AL",1,0,0,"AK",2,2,0.341052320902236,0,NA
1,3,3,"BJ","BK","BL",1,0,0,"BK",2,1,0.742891750414856,0,NA
1,3,4,"BJ","BK","BL",1,0,0,"BL",2,2,0.461679968459066,0,NA
1,3,5,"AJ","AK","AL",1,0,0,"AJ",2,3,0.333576916134916,0,NA
1,3,6,"AJ","AK","AL",1,0,0,"AJ",2,4,0.569818257703446,1,1
1,3,7,"BJ","BK","BL",1,0,0,"BJ",2,3,0.462147682614159,0,NA
1,3,8,"AJ","AK","AL",1,0,0,"AJ",2,5,0.381143497826997,2,2
1,3,9,"AJ","AK","AL",1,0,0,"AJ",2,6,0.312230849580374,3,1
1,3,10,"BJ","BK","BL",1,0,0,"BJ",2,4,0.23022681864677,1,3
1,3,11,"BJ","BK","BL",1,0,0,"BJ",2,5,0.167920541483909,2,1
1,3,12,"AJ","AK","AL",1,0,0,"AJ",2,7,0.164976544794627,4,3
1,3,13,"BJ","BK","BL",1,0,0,"BJ",2,6,0.210185015748721,3,2
1,3,14,"BJ","BK","BL",1,0,0,"BJ",2,7,0.223767132672947,4,1
1,3,15,"AJ","AK","AL",1,0,0,"AJ",2,8,0.14355440979125,5,3
1,3,17,"AJ","AK","AL",1,0,0,"AJ",2,9,0.184412407921627,6,2
1,3,18,"BJ","BK","BL",1,0,0,"BJ",2,9,0.195477287226822,5,4
1,4,1,"EJ","EK","EL",0,0,1,"EL",5,1,0.621077516116202,0,NA
1,4,2,"DJ","DK","DL",0,1,0,"DL",5,1,0.430101713514887,0,NA
1,4,3,"EJ","EK","EL",0,0,1,"EL",5,2,0.348093640292063,1,2
1,4,4,"AJ","AK","AL",1,0,0,"AK",5,1,0.267873094941024,0,NA
1,4,5,"DJ","DK","DL",0,1,0,"DJ",5,2,0.531882514420431,0,NA
1,4,6,"AJ","AK","AL",1,0,0,"AK",5,2,0.810958320624195,0,NA
1,4,7,"CJ","CK","CL",0,1,0,"CJ",5,1,0.946823732403573,0,NA
1,4,8,"CJ","CK","CL",0,1,0,"CK",5,2,0.496844693843741,0,NA
1,4,9,"BJ","BK","BL",1,0,0,"BJ",5,1,0.93250339734368,0,NA
1,4,10,"BJ","BK","BL",1,0,0,"BJ",5,2,0.440711012983229,1,1
1,4,11,"DJ","DK","DL",0,1,0,"DK",5,3,0.628237025637645,0,NA
1,4,12,"EJ","EK","EL",0,0,1,"EL",5,3,0.656632893369533,2,9
1,4,13,"EJ","EK","EL",0,0,1,"EL",5,4,0.602176766144112,3,1
1,4,14,"AJ","AK","AL",1,0,0,"AK",5,3,0.727450255013537,0,NA
1,4,15,"AJ","AK","AL",1,0,0,"AL",5,4,0.362286766758189,0,NA
1,4,16,"DJ","DK","DL",0,1,0,"DK",5,4,0.767634190793615,1,5
1,4,17,"CJ","CK","CL",0,1,0,"CK",5,3,0.807319844025187,1,9
1,4,18,"CJ","CK","CL",0,1,0,"CK",5,4,0.507850119960494,2,1
1,4,19,"BJ","BK","BL",1,0,0,"BJ",5,3,0.41009266540641,2,9
1,4,20,"DJ","DK","DL",0,1,0,"DK",5,5,0.613752081000712,2,4
1,4,21,"EJ","EK","EL",0,0,1,"EL",5,5,0.565149452537298,4,8
1,4,22,"BJ","BK","BL",1,0,0,"BJ",5,4,0.422119956521783,3,3
1,4,23,"EJ","EK","EL",0,0,1,"EL",5,6,0.635112137941178,5,2
1,4,24,"AJ","AK","AL",1,0,0,"AJ",5,5,0.574506415752694,0,NA
1,4,25,"DJ","DK","DL",0,1,0,"DK",5,6,0.709579649555963,3,5
1,4,26,"CJ","CK","CL",0,1,0,"CK",5,5,0.504327433591243,3,8
1,4,27,"BJ","BK","BL",1,0,0,"BJ",5,5,0.669132484414149,4,5
1,4,28,"CJ","CK","CL",0,1,0,"CK",5,6,0.623374703747686,4,2
1,4,29,"EJ","EK","EL",0,0,1,"EL",5,7,0.6205203239806,6,6
1,4,30,"DJ","DK","DL",0,1,0,"DK",5,7,0.508299366105348,4,5
1,4,31,"AJ","AK","AL",1,0,0,"AJ",5,6,0.383480096003041,1,7
1,4,32,"AJ","AK","AL",1,0,0,"AJ",5,7,0.412034288281575,2,1
1,4,33,"CJ","CK","CL",0,1,0,"CK",5,7,0.471410034515429,5,5
1,4,34,"BJ","BK","BL",1,0,0,"BJ",5,6,0.527825116238091,5,7
1,4,35,"DJ","DK","DL",0,1,0,"DK",5,8,0.462469439022243,5,5
1,4,36,"BJ","BK","BL",1,0,0,"BJ",5,7,0.540102999832015,6,2
1,4,37,"CJ","CK","CL",0,1,0,"CK",5,8,0.491250854916871,6,4
1,4,38,"EJ","EK","EL",0,0,1,"EL",5,8,0.656109933101106,7,9
1,4,39,"AJ","AK","AL",1,0,0,"AJ",5,8,0.495735926786438,3,7
1,4,40,"DJ","DK","DL",0,1,0,"DK",5,9,0.446515096758958,6,5
1,4,41,"BJ","BK","BL",1,0,0,"BJ",5,8,0.450445830181707,7,5
1,4,42,"BJ","BK","BL",1,0,0,"BJ",5,9,0.458997761539649,8,1
1,4,43,"CJ","CK","CL",0,1,0,"CK",5,9,0.490723353810608,7,6
1,4,44,"AJ","AK","AL",1,0,0,"AJ",5,9,0.408448837581091,4,5
1,4,45,"EJ","EK","EL",0,0,1,"EL",5,9,0.588870346487965,8,7
1,5,1,"AJ","AK","AL",1,0,0,"AL",6,1,0.606223019887693,0,NA
1,5,2,"DJ","DK","DL",0,1,0,"DJ",6,1,0.676231963385362,0,NA
1,5,3,"FJ","FK","FL",0,0,1,"FK",6,1,0.563896628736984,0,NA
1,5,4,"BJ","BK","BL",1,0,0,"BL",6,1,0.5097376856138,0,NA
1,5,5,"DJ","DK","DL",0,1,0,"DL",6,2,0.791764650377445,0,NA
1,5,6,"EJ","EK","EL",0,0,1,"EK",6,1,0.539242518891115,0,NA
1,5,7,"EJ","EK","EL",0,0,1,"EJ",6,2,0.380084224394523,0,NA
1,5,8,"AJ","AK","AL",1,0,0,"AK",6,2,0.988792845339049,0,NA
1,5,9,"BJ","BK","BL",1,0,0,"BK",6,2,1.0283847792889,0,NA
1,5,10,"CJ","CK","CL",0,1,0,"CJ",6,1,0.641227486135904,0,NA
1,5,11,"AJ","AK","AL",1,0,0,"AL",6,3,0.8686834932887,0,NA
1,5,12,"FJ","FK","FL",0,0,1,"FL",6,2,0.789438180625439,0,NA
1,5,13,"BJ","BK","BL",1,0,0,"BL",6,3,1.0370577807189,0,NA
1,5,14,"CJ","CK","CL",0,1,0,"CK",6,2,0.840368756558746,0,NA
1,5,15,"FJ","FK","FL",0,0,1,"FL",6,3,0.696043763833586,1,3
1,5,16,"DJ","DK","DL",0,1,0,"DJ",6,3,0.633580328489188,0,NA
1,5,17,"DJ","DK","DL",0,1,0,"DK",6,4,0.485353554831818,0,NA
1,5,18,"EJ","EK","EL",0,0,1,"EJ",6,3,0.780658275645692,0,NA
1,5,19,"CJ","CK","CL",0,1,0,"CJ",6,3,0.968715467781294,1,5
1,5,20,"EJ","EK","EL",0,0,1,"EL",6,4,0.781211155466735,0,NA
1,5,21,"BJ","BK","BL",1,0,0,"BK",6,4,1.06008664314868,0,NA
1,5,22,"AJ","AK","AL",1,0,0,"AL",6,4,0.535873001324944,0,NA
1,5,23,"FJ","FK","FL",0,0,1,"FL",6,4,0.584245481295511,2,8
1,5,24,"CJ","CK","CL",0,1,0,"CK",6,4,0.609082671930082,1,10
1,5,25,"AJ","AK","AL",1,0,0,"AK",6,5,0.668040212942287,0,NA
1,5,26,"DJ","DK","DL",0,1,0,"DJ",6,5,0.867633380868938,1,9
1,5,27,"FJ","FK","FL",0,0,1,"FL",6,5,0.617910038097762,3,4
1,5,28,"CJ","CK","CL",0,1,0,"CL",6,5,0.740195293794386,2,4
1,5,29,"EJ","EK","EL",0,0,1,"EL",6,5,0.670459644519724,1,9
1,5,30,"DJ","DK","DL",0,1,0,"DK",6,6,0.547230643453076,1,13
1,5,31,"EJ","EK","EL",0,0,1,"EL",6,6,0.679947356227785,2,2
1,5,32,"BJ","BK","BL",1,0,0,"BK",6,5,0.680219855101313,0,NA
1,5,33,"FJ","FK","FL",0,0,1,"FL",6,6,0.531695237732492,4,6
1,5,34,"BJ","BK","BL",1,0,0,"BL",6,6,0.685149730008561,0,NA
1,5,35,"CJ","CK","CL",0,1,0,"CJ",6,6,0.979635806754231,2,11
1,5,36,"AJ","AK","AL",1,0,0,"AK",6,6,0.682264706760179,0,NA
1,5,37,"EJ","EK","EL",0,0,1,"EL",6,7,0.598619124037214,3,6
1,5,38,"DJ","DK","DL",0,1,0,"DJ",6,7,0.877507668221369,2,8
1,5,39,"BJ","BK","BL",1,0,0,"BL",6,7,0.905794937803876,0,NA
1,5,40,"EJ","EK","EL",0,0,1,"EL",6,8,0.609627448604442,4,3
1,5,41,"FJ","FK","FL",0,0,1,"FL",6,7,0.717065419245046,5,8
1,5,42,"DJ","DK","DL",0,1,0,"DK",6,8,0.651344131387305,2,12
1,5,43,"AJ","AK","AL",1,0,0,"AJ",6,7,0.665116641670465,0,NA
1,5,44,"CJ","CK","CL",0,1,0,"CJ",6,7,0.818582503357902,2,20
1,5,45,"FJ","FK","FL",0,0,1,"FL",6,8,0.533555632224306,6,4
1,5,46,"BJ","BK","BL",1,0,0,"BK",6,8,1.06273402582156,0,NA
1,5,47,"BJ","BK","BL",1,0,0,"BJ",6,9,0.433354214823339,0,NA
1,5,48,"CJ","CK","CL",0,1,0,"CL",6,8,1.03668402938638,2,24
1,5,49,"DJ","DK","DL",0,1,0,"DL",6,9,0.677972146426328,3,7
1,5,50,"EJ","EK","EL",0,0,1,"EL",6,9,0.65999604773242,5,10
1,5,51,"AJ","AK","AL",1,0,0,"AK",6,8,0.730876443674788,1,8
1,5,52,"FJ","FK","FL",0,0,1,"FL",6,9,0.511773927370086,7,7
1,5,53,"AJ","AK","AL",1,0,0,"AJ",6,9,0.462905227264855,1,10
1,5,54,"CJ","CK","CL",0,1,0,"CK",6,9,0.992296400188934,2,30
1,5,55,"EJ","EK","EL",0,0,1,"EL",6,10,0.786226908676326,6,5
1,5,56,"FJ","FK","FL",0,0,1,"FL",6,10,0.638042271486484,8,4
1,5,57,"FJ","FK","FL",0,0,1,"FL",6,11,0.515588765556458,9,1
1,5,58,"BJ","BK","BL",1,0,0,"BJ",6,10,1.05718186200829,1,11
1,5,59,"CJ","CK","CL",0,1,0,"CK",6,10,0.834265760262497,3,5
1,5,60,"EJ","EK","EL",0,0,1,"EL",6,11,0.6777670502197,7,5
1,5,61,"BJ","BK","BL",1,0,0,"BK",6,11,0.879121992446017,2,3
1,5,62,"DJ","DK","DL",0,1,0,"DK",6,10,0.625792447885033,3,20
1,5,63,"CJ","CK","CL",0,1,0,"CJ",6,11,0.58801295934245,4,4
1,5,64,"AJ","AK","AL",1,0,0,"AJ",6,10,0.647682424460072,2,11
1,5,65,"DJ","DK","DL",0,1,0,"DK",6,11,0.522353164851665,4,3
1,5,66,"EJ","EK","EL",0,0,1,"EL",6,12,0.719883466896135,8,6
1,5,67,"AJ","AK","AL",1,0,0,"AK",6,11,0.606145987694617,3,3
1,5,68,"FJ","FK","FL",0,0,1,"FL",6,12,0.48026948759798,10,11
1,5,69,"EJ","EK","EL",0,0,1,"EL",6,13,0.665282188390847,9,3
1,5,70,"BJ","BK","BL",1,0,0,"BJ",6,12,0.694570627587382,2,12
1,5,71,"CJ","CK","CL",0,1,0,"CK",6,12,0.614085566776339,4,12
1,5,72,"CJ","CK","CL",0,1,0,"CK",6,13,0.810215869219974,5,1
1,5,73,"DJ","DK","DL",0,1,0,"DK",6,12,0.700165970309172,5,8
1,5,74,"FJ","FK","FL",0,0,1,"FL",6,13,0.494312820432242,11,6
1,5,75,"BJ","BK","BL",1,0,0,"BJ",6,13,0.596555362222716,3,5
1,5,76,"AJ","AK","AL",1,0,0,"AJ",6,12,0.647374609834515,3,12
1,5,77,"EJ","EK","EL",0,0,1,"EL",6,14,0.629895245248917,10,8
1,5,78,"BJ","BK","BL",1,0,0,"BJ",6,14,0.752156483242288,4,3
1,5,79,"DJ","DK","DL",0,1,0,"DK",6,13,0.620148950023577,6,6
1,5,80,"FJ","FK","FL",0,0,1,"FL",6,14,0.522488649119623,12,6
1,5,81,"AJ","AK","AL",1,0,0,"AJ",6,13,0.614079601014964,4,5
1,5,82,"EJ","EK","EL",0,0,1,"EL",6,15,0.720869889017195,11,5
1,5,83,"CJ","CK","CL",0,1,0,"CJ",6,14,0.611090422957204,6,11
1,5,84,"AJ","AK","AL",1,0,0,"AJ",6,14,0.698806599655654,5,3
1,5,85,"DJ","DK","DL",0,1,0,"DK",6,14,0.636186988151167,7,6
1,5,86,"BJ","BK","BL",1,0,0,"BJ",6,15,0.695643190352712,5,8
1,5,87,"DJ","DK","DL",0,1,0,"DK",6,15,0.6183382330928,8,2
1,5,88,"CJ","CK","CL",0,1,0,"CK",6,15,0.661169994040392,6,16
1,5,89,"FJ","FK","FL",0,0,1,"FL",6,15,0.560790726507548,13,9
1,5,90,"AJ","AK","AL",1,0,0,"AJ",6,15,0.807429578504525,6,6
1,6,1,"DJ","DK","DL",0,0,1,"DL",4,1,0.632737876672763,0,NA
1,6,2,"AJ","AK","AL",1,0,0,"AK",4,1,0.460699786082841,0,NA
1,6,3,"BJ","BK","BL",0,1,0,"BJ",4,1,0.532272258889861,0,NA
1,6,4,"CJ","CK","CL",0,1,0,"CK",4,1,0.55995317234192,0,NA
1,6,5,"AJ","AK","AL",1,0,0,"AL",4,2,0.917945500230417,0,NA
1,6,6,"DJ","DK","DL",0,0,1,"DL",4,2,0.489673274860252,1,5
1,6,7,"BJ","BK","BL",0,1,0,"BK",4,2,0.865839444100857,0,NA
1,6,8,"CJ","CK","CL",0,1,0,"CJ",4,2,0.718587959185243,1,4
1,6,9,"CJ","CK","CL",0,1,0,"CL",4,3,0.980704184796195,1,5
1,6,10,"DJ","DK","DL",0,0,1,"DL",4,3,0.431072258914355,2,4
1,6,11,"AJ","AK","AL",1,0,0,"AK",4,3,0.443558849568944,0,NA
1,6,12,"AJ","AK","AL",1,0,0,"AL",4,4,0.484557225718163,0,NA
1,6,13,"DJ","DK","DL",0,0,1,"DL",4,4,0.594009164546151,3,3
1,6,14,"BJ","BK","BL",0,1,0,"BK",4,3,0.966636886703782,1,7
1,6,15,"CJ","CK","CL",0,1,0,"CJ",4,4,1.00770589831518,1,11
1,6,16,"AJ","AK","AL",1,0,0,"AK",4,5,0.647101484937593,0,NA
1,6,17,"CJ","CK","CL",0,1,0,"CK",4,5,1.00213196338154,1,13
1,6,18,"BJ","BK","BL",0,1,0,"BK",4,4,0.580172157497145,2,4
1,6,19,"AJ","AK","AL",1,0,0,"AJ",4,6,0.326185585698113,0,NA
1,6,20,"DJ","DK","DL",0,0,1,"DL",4,5,0.371168970130384,4,7
1,6,21,"DJ","DK","DL",0,0,1,"DL",4,6,0.5520503600128,5,1
1,6,22,"BJ","BK","BL",0,1,0,"BJ",4,5,0.567641060450114,3,4
1,6,23,"CJ","CK","CL",0,1,0,"CJ",4,6,0.658481558435597,2,6
1,6,24,"AJ","AK","AL",1,0,0,"AJ",4,7,0.435794075252488,1,5
1,6,25,"CJ","CK","CL",0,1,0,"CK",4,7,0.805230508500244,2,8
1,6,26,"DJ","DK","DL",0,0,1,"DL",4,7,0.331344697799068,6,5
1,6,27,"AJ","AK","AL",1,0,0,"AJ",4,8,0.516073616337962,2,3
1,6,28,"DJ","DK","DL",0,0,1,"DL",4,8,0.360189699102193,7,2
1,6,29,"BJ","BK","BL",0,1,0,"BK",4,6,0.385099684994202,3,11
1,6,30,"BJ","BK","BL",0,1,0,"BL",4,7,0.507050877436996,4,1
1,6,31,"CJ","CK","CL",0,1,0,"CK",4,8,0.897657312161755,3,6
1,6,32,"CJ","CK","CL",0,1,0,"CK",4,9,0.550191131536849,4,1
1,6,33,"AJ","AK","AL",1,0,0,"AJ",4,9,0.433076301182155,3,6
1,6,34,"DJ","DK","DL",0,0,1,"DL",4,9,0.370465152780525,8,6
1,6,35,"BJ","BK","BL",0,1,0,"BK",4,8,0.632310150540434,4,6
1,6,36,"BJ","BK","BL",0,1,0,"BK",4,9,0.505852298461832,5,1
1,7,1,"AJ","AK","AL",0,1,0,"AL",2,1,0.71700185991358,0,NA
1,7,2,"AJ","AK","AL",0,1,0,"AK",2,2,0.352799715066794,0,NA
1,7,3,"BJ","BK","BL",0,0,1,"BL",2,1,0.725451420992613,0,NA
1,7,4,"AJ","AK","AL",0,1,0,"AK",2,3,0.304209603054915,1,2
1,7,5,"AJ","AK","AL",0,1,0,"AK",2,4,0.404643887770362,2,1
1,7,6,"BJ","BK","BL",0,0,1,"BL",2,2,0.419875217310619,1,3
1,7,7,"BJ","BK","BL",0,0,1,"BL",2,3,0.42943605070468,2,1
1,7,8,"AJ","AK","AL",0,1,0,"AK",2,5,0.304038836620748,3,3
1,7,9,"BJ","BK","BL",0,0,1,"BL",2,4,0.390810146986041,3,2
1,7,10,"BJ","BK","BL",0,0,1,"BL",2,5,0.371754608349875,4,1
1,7,11,"AJ","AK","AL",0,1,0,"AK",2,6,0.367734119354282,4,3
1,7,12,"BJ","BK","BL",0,0,1,"BL",2,6,0.348298271128442,5,2
1,7,13,"AJ","AK","AL",0,1,0,"AK",2,7,0.314027894695755,5,2
1,7,14,"BJ","BK","BL",0,0,1,"BL",2,7,0.435979552101344,6,2
1,7,15,"AJ","AK","AL",0,1,0,"AK",2,8,0.307527137163561,6,2
1,7,16,"BJ","BK","BL",0,0,1,"BL",2,8,0.429280118492898,7,2
1,7,17,"AJ","AK","AL",0,1,0,"AK",2,9,0.289756487181876,7,2
1,7,18,"BJ","BK","BL",0,0,1,"BL",2,9,0.553547577641439,8,2
1,8,1,"AJ","AK","AL",1,0,0,"AL",3,1,0.404977471102029,0,NA
1,8,2,"BJ","BK","BL",0,1,0,"BL",3,1,0.434279192122631,0,NA
1,8,3,"AJ","AK","AL",1,0,0,"AK",3,2,0.807085570762865,0,NA
1,8,4,"BJ","BK","BL",0,1,0,"BL",3,2,0.539179518527817,0,NA
1,8,5,"CJ","CK","CL",0,0,1,"CK",3,1,0.92358370689908,0,NA
1,8,6,"CJ","CK","CL",0,0,1,"CL",3,2,0.387262625445146,0,NA
1,8,7,"AJ","AK","AL",1,0,0,"AK",3,3,0.711869277642109,0,NA
1,8,8,"AJ","AK","AL",1,0,0,"AJ",3,4,0.364692788920365,0,NA
1,8,9,"BJ","BK","BL",0,1,0,"BK",3,3,0.360772517451551,0,NA
1,8,10,"CJ","CK","CL",0,0,1,"CL",3,3,0.670713304309174,1,4
1,8,11,"CJ","CK","CL",0,0,1,"CL",3,4,0.640113127883524,2,1
1,8,12,"AJ","AK","AL",1,0,0,"AJ",3,5,0.573865359241609,1,4
1,8,13,"BJ","BK","BL",0,1,0,"BK",3,4,0.336886890698224,1,4
1,8,14,"CJ","CK","CL",0,0,1,"CL",3,5,0.457022877410054,3,3
1,8,15,"BJ","BK","BL",0,1,0,"BK",3,5,0.456992140389048,2,2
1,8,16,"AJ","AK","AL",1,0,0,"AJ",3,6,0.359743055363651,2,4
1,8,17,"AJ","AK","AL",1,0,0,"AJ",3,7,0.638225281203631,3,1
1,8,18,"CJ","CK","CL",0,0,1,"CL",3,6,0.569068231619895,4,4
1,8,19,"BJ","BK","BL",0,1,0,"BK",3,6,0.610959550598636,3,4
1,8,20,"AJ","AK","AL",1,0,0,"AJ",3,8,0.329117594112176,4,3
1,8,21,"CJ","CK","CL",0,0,1,"CL",3,7,0.557416919153184,5,3
1,8,22,"CJ","CK","CL",0,0,1,"CL",3,8,0.588752635929268,6,1
1,8,23,"BJ","BK","BL",0,1,0,"BK",3,7,0.37964175036177,4,4
1,8,24,"AJ","AK","AL",1,0,0,"AJ",3,9,0.396114519273397,5,4
1,8,25,"CJ","CK","CL",0,0,1,"CL",3,9,0.54943301336607,7,3
1,8,26,"BJ","BK","BL",0,1,0,"BK",3,8,0.902264665288385,5,3
1,8,27,"BJ","BK","BL",0,1,0,"BK",3,9,0.491711792943534,6,1
1,9,1,"CJ","CK","CL",0,1,0,"CL",6,1,0.593429826025385,0,NA
1,9,2,"FJ","FK","FL",0,0,1,"FL",6,1,0.726520024007186,0,NA
1,9,3,"FJ","FK","FL",0,0,1,"FL",6,2,0.506930763425771,1,1
1,9,4,"DJ","DK","DL",0,1,0,"DK",6,1,0.488899265008513,0,NA
1,9,5,"DJ","DK","DL",0,1,0,"DK",6,2,0.45444287895225,1,1
1,9,6,"EJ","EK","EL",0,0,1,"EJ",6,1,0.63896202185424,0,NA
1,9,7,"CJ","CK","CL",0,1,0,"CK",6,2,1.03978539071977,0,NA
1,9,8,"EJ","EK","EL",0,0,1,"EK",6,2,0.945171002531424,0,NA
1,9,9,"BJ","BK","BL",1,0,0,"BJ",6,1,0.754209937003907,0,NA
1,9,10,"AJ","AK","AL",1,0,0,"AJ",6,1,0.830215779191349,0,NA
1,9,11,"BJ","BK","BL",1,0,0,"BJ",6,2,0.855064245406538,1,2
1,9,12,"CJ","CK","CL",0,1,0,"CL",6,3,0.683483504399192,1,5
1,9,13,"AJ","AK","AL",1,0,0,"AK",6,2,0.823532615846489,1,3
1,9,14,"FJ","FK","FL",0,0,1,"FJ",6,3,0.771816390217282,2,11
1,9,15,"FJ","FK","FL",0,0,1,"FL",6,4,0.6285506785498,2,12
1,9,16,"DJ","DK","DL",0,1,0,"DL",6,3,0.668465220311191,2,11
1,9,17,"CJ","CK","CL",0,1,0,"CL",6,4,0.774966727709398,1,10
1,9,18,"EJ","EK","EL",0,0,1,"EK",6,3,0.74413910304429,0,NA
1,9,19,"DJ","DK","DL",0,1,0,"DL",6,4,0.724310847988818,2,14
1,9,20,"BJ","BK","BL",1,0,0,"BL",6,3,0.486728896037675,2,9
1,9,21,"EJ","EK","EL",0,0,1,"EJ",6,4,0.640189477999229,0,NA
1,9,22,"AJ","AK","AL",1,0,0,"AL",6,3,0.69650028104661,1,12
1,9,23,"FJ","FK","FL",0,0,1,"FL",6,5,0.539328266109806,3,8
1,9,24,"FJ","FK","FL",0,0,1,"FL",6,6,0.471685765718576,4,1
1,9,25,"CJ","CK","CL",0,1,0,"CL",6,5,0.689337689196691,1,18
1,9,26,"DJ","DK","DL",0,1,0,"DL",6,5,0.967873499845155,2,21
1,9,27,"BJ","BK","BL",1,0,0,"BL",6,4,0.494646688748617,2,16
1,9,28,"AJ","AK","AL",1,0,0,"AK",6,4,0.570699163596146,1,18
1,9,29,"BJ","BK","BL",1,0,0,"BJ",6,5,0.876776087214239,2,18
1,9,30,"EJ","EK","EL",0,0,1,"EJ",6,5,0.638214440376032,0,NA
1,9,31,"AJ","AK","AL",1,0,0,"AJ",6,5,0.853366694122087,1,21
1,9,32,"FJ","FK","FL",0,0,1,"FJ",6,7,0.492731370904949,5,8
1,9,33,"EJ","EK","EL",0,0,1,"EJ",6,6,0.690072491357569,0,NA
1,9,34,"DJ","DK","DL",0,1,0,"DK",6,6,0.6080497825169,2,29
1,9,35,"CJ","CK","CL",0,1,0,"CJ",6,6,0.760620638960972,1,28
1,9,36,"DJ","DK","DL",0,1,0,"DK",6,7,0.584702617372386,3,2
1,9,37,"AJ","AK","AL",1,0,0,"AK",6,6,0.695088435604703,2,6
1,9,38,"BJ","BK","BL",1,0,0,"BL",6,6,0.798569540085737,3,9
1,9,39,"AJ","AK","AL",1,0,0,"AK",6,7,0.499517931602895,2,8
1,9,40,"CJ","CK","CL",0,1,0,"CJ",6,7,0.593158542062156,1,33
1,9,41,"BJ","BK","BL",1,0,0,"BJ",6,7,0.720114196767099,3,12
