"Subject","Block","Trial","Object_1","Object_2","Object_3","Reward_1","Reward_2","Reward_3","Action","SetSize","Stim_Count","RT","PreCorrect","Delay"
18,15,4,"DJ","DK","DL",0,1,0,"DL",4,2,0.717925752731389,0,NA
18,15,5,"AJ","AK","AL",1,0,0,"AJ",4,1,0.666237863602873,0,NA
18,15,6,"CJ","CK","CL",0,1,0,"CJ",4,1,0.882316541370528,0,NA
18,15,7,"CJ","CK","CL",0,1,0,"CL",4,2,0.518071780235914,0,NA
18,15,8,"AJ","AK","AL",1,0,0,"AJ",4,2,0.78112664197397,1,3
18,15,9,"BJ","BK","BL",0,1,0,"BK",4,3,0.499619809437718,2,7
18,15,10,"BJ","BK","BL",0,1,0,"BK",4,4,0.535405676877417,3,1
18,15,11,"DJ","DK","DL",0,1,0,"DK",4,3,0.470780190917139,0,NA
18,15,12,"DJ","DK","DL",0,1,0,"DK",4,4,0.450871184199059,1,1
18,15,13,"AJ","AK","AL",1,0,0,"AJ",4,3,0.385759342243546,2,5
18,15,14,"CJ","CK","CL",0,1,0,"CK",4,3,0.402585748517595,0,NA
18,15,15,"BJ","BK","BL",0,1,0,"BK",4,5,0.596228505462932,4,5
18,15,16,"DJ","DK","DL",0,1,0,"DK",4,5,0.451026205570088,2,4
18,15,17,"CJ","CK","CL",0,1,0,"CK",4,4,0.399757314844464,1,3
18,15,18,"DJ","DK","DL",0,1,0,"DK",4,6,0.397411168771214,3,2
18,15,19,"BJ","BK","BL",0,1,0,"BK",4,6,0.502271978795761,5,4
18,15,20,"AJ","AK","AL",1,0,0,"AJ",4,4,0.374981558714353,3,7
18,15,21,"AJ","AK","AL",1,0,0,"AJ",4,5,0.385014465398854,4,1
18,15,22,"DJ","DK","DL",0,1,0,"DK",4,7,0.444975602920749,4,4
18,15,23,"CJ","CK","CL",0,1,0,"CK",4,5,0.349348757736152,2,6
18,15,24,"CJ","CK","CL",0,1,0,"CK",4,6,0.511554151773453,3,1
18,15,25,"DJ","DK","DL",0,1,0,"DK",4,8,0.367255372431828,5,3
18,15,26,"BJ","BK","BL",0,1,0,"BK",4,7,0.409843101566366,6,7
18,15,27,"BJ","BK","BL",0,1,0,"BK",4,8,0.385216599948762,7,1
18,15,28,"AJ","AK","AL",1,0,0,"AJ",4,6,0.511623324629909,5,7
18,15,29,"CJ","CK","CL",0,1,0,"CK",4,7,0.476701649924507,4,5
18,15,30,"AJ","AK","AL",1,0,0,"AJ",4,7,0.472956863792206,6,2
18,15,31,"DJ","DK","DL",0,1,0,"DK",4,9,0.406652550773288,6,6
18,15,32,"CJ","CK","CL",0,1,0,"CK",4,8,0.386699412170856,5,3
18,15,33,"BJ","BK","BL",0,1,0,"BK",4,9,0.466030668932945,8,6
18,15,34,"CJ","CK","CL",0,1,0,"CK",4,9,0.377861530352675,6,2
18,15,35,"AJ","AK","AL",1,0,0,"AJ",4,8,0.514444172593358,7,5
18,15,36,"AJ","AK","AL",1,0,0,"AJ",4,9,0.368917415260512,8,1
18,16,1,"AJ","AK","AL",0,1,0,"AL",2,1,0.449797357628995,0,NA
18,16,2,"BJ","BK","BL",0,0,1,"BL",2,1,0.619947924198641,0,NA
18,16,3,"AJ","AK","AL",0,1,0,"AJ",2,2,0.522671961654851,0,NA
18,16,4,"BJ","BK","BL",0,0,1,"BL",2,2,0.596504177658062,1,2
18,16,5,"BJ","BK","BL",0,0,1,"BL",2,3,0.592971800237137,2,1
18,16,6,"AJ","AK","AL",0,1,0,"AK",2,3,0.353852430060215,0,NA
18,16,7,"AJ","AK","AL",0,1,0,"AK",2,4,0.552565720157872,1,1
18,16,8,"BJ","BK","BL",0,0,1,"BL",2,4,0.43852500597859,3,3
18,16,9,"BJ","BK","BL",0,0,1,"BL",2,5,0.48136191105732,4,1
18,16,10,"AJ","AK","AL",0,1,0,"AK",2,5,0.415098681129166,2,3
18,16,11,"AJ","AK","AL",0,1,0,"AK",2,6,0.36366989032831,3,1
18,16,12,"BJ","BK","BL",0,0,1,"BL",2,6,0.406404514789756,5,3
18,16,13,"BJ","BK","BL",0,0,1,"BL",2,7,0.488033983776404,6,1
18,16,14,"AJ","AK","AL",0,1,0,"AK",2,7,0.425378281361191,4,3
18,16,15,"AJ","AK","AL",0,1,0,"AK",2,8,0.39057980736834,5,1
18,16,16,"BJ","BK","BL",0,0,1,"BL",2,8,0.490448245262087,7,3
18,16,17,"AJ","AK","AL",0,1,0,"AK",2,9,0.455594693456078,6,2
18,16,18,"BJ","BK","BL",0,0,1,"BL",2,9,0.372939943503297,8,2
18,17,1,"CJ","CK","CL",0,0,1,"CK",3,1,0.721591965018888,0,NA
18,17,2,"BJ","BK","BL",0,1,0,"BK",3,1,0.721759593303432,0,NA
18,17,3,"CJ","CK","CL",0,0,1,"CJ",3,2,0.530345972867508,0,NA
18,17,4,"AJ","AK","AL",1,0,0,"AJ",3,1,0.601063017427805,0,NA
18,17,5,"BJ","BK","BL",0,1,0,"BK",3,2,1.00439367243962,1,3
18,17,6,"CJ","CK","CL",0,0,1,"CL",3,3,0.691039898505551,0,NA
18,17,7,"BJ","BK","BL",0,1,0,"BK",3,3,0.383732969901757,2,2
18,17,8,"CJ","CK","CL",0,0,1,"CL",3,4,0.519851856515743,1,2
18,17,9,"AJ","AK","AL",1,0,0,"AJ",3,2,0.81319719691237,1,5
18,17,10,"AJ","AK","AL",1,0,0,"AJ",3,3,0.436138793200371,2,1
18,17,11,"BJ","BK","BL",0,1,0,"BK",3,4,0.382411388760374,3,4
18,17,12,"CJ","CK","CL",0,0,1,"CL",3,5,0.652611322693701,2,4
18,17,13,"AJ","AK","AL",1,0,0,"AJ",3,4,0.533217945951037,3,3
18,17,14,"CJ","CK","CL",0,0,1,"CL",3,6,0.521242674447421,3,2
18,17,15,"AJ","AK","AL",1,0,0,"AJ",3,5,0.620112665128545,4,2
18,17,16,"BJ","BK","BL",0,1,0,"BK",3,5,0.538062957071816,4,5
18,17,17,"AJ","AK","AL",1,0,0,"AJ",3,6,0.517526675554109,5,2
18,17,18,"BJ","BK","BL",0,1,0,"BK",3,6,0.548746661050245,5,2
18,17,19,"CJ","CK","CL",0,0,1,"CL",3,7,0.417661349652917,4,5
18,17,20,"BJ","BK","BL",0,1,0,"BK",3,7,0.44912781156745,6,2
18,17,21,"CJ","CK","CL",0,0,1,"CL",3,8,0.360887062030088,5,2
18,17,22,"AJ","AK","AL",1,0,0,"AJ",3,7,0.344323338555114,6,5
18,17,23,"BJ","BK","BL",0,1,0,"BK",3,8,0.398252505772689,7,3
18,17,24,"BJ","BK","BL",0,1,0,"BK",3,9,0.534634371259017,8,1
18,17,25,"CJ","CK","CL",0,0,1,"CL",3,9,0.514849596271233,6,4
18,17,26,"AJ","AK","AL",1,0,0,"AJ",3,8,0.870112684409833,7,4
18,17,27,"AJ","AK","AL",1,0,0,"AJ",3,9,0.505408089622506,8,1
18,18,1,"BJ","BK","BL",0,1,0,"BJ",3,1,0.583718062378466,0,NA
18,18,2,"BJ","BK","BL",0,1,0,"BK",3,2,0.563847037454252,0,NA
18,18,3,"AJ","AK","AL",1,0,0,"AJ",3,1,0.594660320770345,0,NA
18,18,4,"AJ","AK","AL",1,0,0,"AJ",3,2,0.536990330809203,1,1
18,18,5,"CJ","CK","CL",0,0,1,"CK",3,1,0.379787268087966,0,NA
18,18,6,"CJ","CK","CL",0,0,1,"CJ",3,2,0.672704637283459,0,NA
18,18,7,"BJ","BK","BL",0,1,0,"BK",3,3,0.840474596538115,1,5
18,18,8,"BJ","BK","BL",0,1,0,"BK",3,4,0.475673492655915,2,1
18,18,9,"AJ","AK","AL",1,0,0,"AJ",3,3,0.566248343471671,2,5
18,18,10,"CJ","CK","CL",0,0,1,"CL",3,3,0.420638958901691,0,NA
18,18,11,"AJ","AK","AL",1,0,0,"AJ",3,4,0.745229300067876,3,2
18,18,12,"BJ","BK","BL",0,1,0,"BK",3,5,0.43177241342346,3,4
18,18,13,"CJ","CK","CL",0,0,1,"CL",3,4,0.599647667790123,1,3
18,18,14,"AJ","AK","AL",1,0,0,"AJ",3,5,0.52869309460948,4,3
18,18,15,"AJ","AK","AL",1,0,0,"AJ",3,6,0.44551059450896,5,1
18,18,16,"BJ","BK","BL",0,1,0,"BK",3,6,0.45680831354548,4,4
18,18,17,"CJ","CK","CL",0,0,1,"CL",3,5,0.593395883050107,2,4
18,18,18,"BJ","BK","BL",0,1,0,"BK",3,7,0.603958460145805,5,2
18,18,19,"AJ","AK","AL",1,0,0,"AJ",3,7,0.475733200961258,6,4
18,18,20,"AJ","AK","AL",1,0,0,"AJ",3,8,0.581138144661963,7,1
18,18,21,"BJ","BK","BL",0,1,0,"BK",3,8,0.421169131790521,6,3
18,18,22,"CJ","CK","CL",0,0,1,"CL",3,6,0.636850223381771,3,5
18,18,23,"CJ","CK","CL",0,0,1,"CL",3,7,0.636076431452238,4,1
18,18,24,"BJ","BK","BL",0,1,0,"BK",3,9,0.584839804221701,7,3
18,18,25,"AJ","AK","AL",1,0,0,"AJ",3,9,0.456742230177042,8,5
18,18,26,"CJ","CK","CL",0,0,1,"CL",3,8,0.655138221438392,5,3
18,18,27,"CJ","CK","CL",0,0,1,"CL",3,9,0.671331743527844,6,1
19,1,1,"AJ","AK","AL",1,0,0,"AL",5,1,0.676051694434136,0,NA
19,1,2,"DJ","DK","DL",0,0,1,"DL",5,1,0.852735511143692,0,NA
19,1,3,"CJ","CK","CL",0,0,1,"CL",5,1,0.879319324390963,0,NA
19,1,4,"AJ","AK","AL",1,0,0,"AJ",5,2,0.798667581519112,0,NA
19,1,5,"EJ","EK","EL",0,0,1,"EK",5,1,0.961630117963068,0,NA
19,1,6,"CJ","CK","CL",0,0,1,"CL",5,2,0.768933712039143,1,3
19,1,7,"DJ","DK","DL",0,0,1,"DL",5,2,0.638492088299245,1,5
19,1,8,"EJ","EK","EL",0,0,1,"EL",5,2,1.09108464489691,0,NA
19,1,9,"BJ","BK","BL",0,1,0,"BL",5,1,0.944147769594565,0,NA
19,1,10,"BJ","BK","BL",0,1,0,"BJ",5,2,0.731717454851605,0,NA
19,1,11,"DJ","DK","DL",0,0,1,"DL",5,3,0.699176555732265,2,4
19,1,12,"CJ","CK","CL",0,0,1,"CL",5,3,0.475026936270297,2,6
19,1,13,"AJ","AK","AL",1,0,0,"AL",5,3,0.487050254479982,1,9
19,1,14,"AJ","AK","AL",1,0,0,"AJ",5,4,0.529984681168571,1,10
19,1,15,"DJ","DK","DL",0,0,1,"DL",5,4,0.62150428944733,3,4
19,1,16,"CJ","CK","CL",0,0,1,"CL",5,4,0.56169665872585,3,4
19,1,17,"EJ","EK","EL",0,0,1,"EL",5,3,0.560523818130605,1,9
19,1,18,"EJ","EK","EL",0,0,1,"EL",5,4,0.682291517267004,2,1
19,1,19,"BJ","BK","BL",0,1,0,"BK",5,3,0.521585018606856,0,NA
19,1,20,"CJ","CK","CL",0,0,1,"CL",5,5,0.723701362148859,4,4
19,1,21,"BJ","BK","BL",0,1,0,"BK",5,4,0.638366746599786,1,2
19,1,22,"AJ","AK","AL",1,0,0,"AJ",5,5,0.602354446076788,2,8
19,1,23,"DJ","DK","DL",0,0,1,"DL",5,5,0.521094826282933,4,8
19,1,24,"DJ","DK","DL",0,0,1,"DL",5,6,0.51338286686223,5,1
19,1,25,"EJ","EK","EL",0,0,1,"EL",5,5,0.512424801243469,3,7
19,1,26,"AJ","AK","AL",1,0,0,"AJ",5,6,0.737775981193408,3,4
19,1,27,"EJ","EK","EL",0,0,1,"EL",5,6,0.502613036893308,4,2
19,1,28,"BJ","BK","BL",0,1,0,"BK",5,5,0.448752150055952,2,7
19,1,29,"CJ","CK","CL",0,0,1,"CL",5,6,0.541002554586157,5,9
19,1,30,"CJ","CK","CL",0,0,1,"CL",5,7,0.470253246719949,6,1
19,1,31,"BJ","BK","BL",0,1,0,"BK",5,6,0.547002309933305,3,3
19,1,32,"DJ","DK","DL",0,0,1,"DL",5,7,0.530409401399083,6,8
19,1,33,"AJ","AK","AL",1,0,0,"AJ",5,7,0.490212640026584,4,7
19,1,34,"EJ","EK","EL",0,0,1,"EL",5,7,0.57860486372374,5,7
19,1,35,"BJ","BK","BL",0,1,0,"BK",5,7,0.498095014132559,4,4
19,1,36,"DJ","DK","DL",0,0,1,"DL",5,8,0.5383093545679,7,4
19,1,37,"AJ","AK","AL",1,0,0,"AJ",5,8,0.752834397018887,5,4
19,1,38,"EJ","EK","EL",0,0,1,"EL",5,8,0.56389209930785,6,4
19,1,39,"CJ","CK","CL",0,0,1,"CL",5,8,0.538776822970249,7,9
19,1,40,"EJ","EK","EL",0,0,1,"EL",5,9,0.572049253038131,7,2
19,1,41,"BJ","BK","BL",0,1,0,"BK",5,8,0.424155234592035,5,6
19,1,42,"DJ","DK","DL",0,0,1,"DL",5,9,0.521829882171005,8,6
19,1,43,"AJ","AK","AL",1,0,0,"AJ",5,9,0.607548734871671,6,6
19,1,44,"BJ","BK","BL",0,1,0,"BK",5,9,0.477534328703769,6,3
19,1,45,"CJ","CK","CL",0,0,1,"CL",5,9,0.520769123919308,8,6
19,2,1,"DJ","DK","DL",0,0,1,"DL",4,1,0.890335589065216,0,NA
19,2,2,"BJ","BK","BL",0,1,0,"BJ",4,1,0.72277050523553,0,NA
19,2,3,"DJ","DK","DL",0,0,1,"DL",4,2,0.404372120508924,1,2
19,2,4,"AJ","AK","AL",1,0,0,"AJ",4,1,0.748485648888163,0,NA
19,2,5,"AJ","AK","AL",1,0,0,"AJ",4,2,0.508085967740044,1,1
19,2,6,"BJ","BK","BL",0,1,0,"BK",4,2,0.724218305549584,0,NA
19,2,7,"CJ","CK","CL",0,1,0,"CL",4,1,0.73080628470052,0,NA
19,2,8,"CJ","CK","CL",0,1,0,"CJ",4,2,0.541559328674339,0,NA
19,2,9,"DJ","DK","DL",0,0,1,"DL",4,3,0.614192376378924,2,6
19,2,10,"AJ","AK","AL",1,0,0,"AJ",4,3,0.542497197631747,2,5
19,2,11,"DJ","DK","DL",0,0,1,"DK",4,4,0.541786193149164,3,2
19,2,12,"BJ","BK","BL",0,1,0,"BK",4,3,0.864529711194336,1,6
19,2,13,"AJ","AK","AL",1,0,0,"AJ",4,4,0.845274962601252,3,3
19,2,14,"BJ","BK","BL",0,1,0,"BK",4,4,1.07612223969772,2,2
19,2,15,"CJ","CK","CL",0,1,0,"CL",4,3,0.816843542619608,0,NA
19,2,16,"AJ","AK","AL",1,0,0,"AJ",4,5,0.764790679444559,4,3
19,2,17,"DJ","DK","DL",0,0,1,"DL",4,5,0.700664516654797,3,8
19,2,18,"BJ","BK","BL",0,1,0,"BK",4,5,0.804653721046634,3,4
19,2,19,"DJ","DK","DL",0,0,1,"DL",4,6,0.660320057300851,4,2
19,2,20,"CJ","CK","CL",0,1,0,"CK",4,4,0.760552093619481,0,NA
19,2,21,"BJ","BK","BL",0,1,0,"BJ",4,6,0.677760205115192,4,3
19,2,22,"CJ","CK","CL",0,1,0,"CJ",4,5,0.782366968342103,1,2
19,2,23,"AJ","AK","AL",1,0,0,"AJ",4,6,0.885307005373761,5,7
19,2,24,"AJ","AK","AL",1,0,0,"AJ",4,7,0.836856385925785,6,1
19,2,25,"BJ","BK","BL",0,1,0,"BK",4,7,0.472968788235448,4,7
19,2,26,"DJ","DK","DL",0,0,1,"DL",4,7,0.434881514054723,5,7
19,2,27,"CJ","CK","CL",0,1,0,"CK",4,6,0.934262823546305,1,7
19,2,28,"BJ","BK","BL",0,1,0,"BK",4,8,0.658410053467378,5,3
19,2,29,"DJ","DK","DL",0,0,1,"DL",4,8,0.497086213435978,6,3
19,2,30,"CJ","CK","CL",0,1,0,"CK",4,7,0.654725797125138,2,3
19,2,31,"AJ","AK","AL",1,0,0,"AJ",4,8,0.653428537189029,7,7
19,2,32,"BJ","BK","BL",0,1,0,"BK",4,9,0.648764338809997,6,4
19,2,33,"AJ","AK","AL",1,0,0,"AJ",4,9,0.629173470893875,8,2
19,2,34,"DJ","DK","DL",0,0,1,"DL",4,9,0.638649153406732,7,5
19,2,35,"CJ","CK","CL",0,1,0,"CK",4,8,0.619641263503581,3,5
19,2,36,"CJ","CK","CL",0,1,0,"CK",4,9,0.565692165750079,4,1
19,3,1,"DJ","DK","DL",0,1,0,"DL",6,1,0.582109675975516,0,NA
19,3,2,"AJ","AK","AL",1,0,0,"AL",6,1,0.800896710483357,0,NA
19,3,3,"EJ","EK","EL",0,0,1,"EL",6,1,0.670523986103944,0,NA
19,3,4,"BJ","BK","BL",0,1,0,"BL",6,1,0.802555116009898,0,NA
19,3,5,"FJ","FK","FL",0,0,1,"FL",6,1,0.73439594055526,0,NA
19,3,6,"FJ","FK","FL",0,0,1,"FL",6,2,0.593192136497237,1,1
19,3,7,"CJ","CK","CL",0,1,0,"CL",6,1,1.03691667004023,0,NA
19,3,8,"AJ","AK","AL",1,0,0,"AJ",6,2,0.723721618647687,0,NA
19,3,9,"BJ","BK","BL",0,1,0,"BJ",6,2,0.748199874651618,0,NA
19,3,10,"DJ","DK","DL",0,1,0,"DJ",6,2,1.27276544983033,0,NA
19,3,11,"DJ","DK","DL",0,1,0,"DJ",6,3,0.642212582984939,0,NA
19,3,12,"AJ","AK","AL",1,0,0,"AJ",6,3,0.846008113585413,1,4
19,3,13,"CJ","CK","CL",0,1,0,"CJ",6,2,1.00886475481093,0,NA
19,3,14,"EJ","EK","EL",0,0,1,"EL",6,2,0.759567516855896,1,11
19,3,15,"BJ","BK","BL",0,1,0,"BJ",6,3,1.00185479281936,0,NA
19,3,16,"EJ","EK","EL",0,0,1,"EL",6,3,0.652728947228752,2,2
19,3,17,"FJ","FK","FL",0,0,1,"FL",6,3,0.804433381301351,2,11
19,3,18,"CJ","CK","CL",0,1,0,"CK",6,3,0.881228675832972,0,NA
19,3,19,"AJ","AK","AL",1,0,0,"AJ",6,4,0.583665223792195,2,7
19,3,20,"FJ","FK","FL",0,0,1,"FL",6,4,0.595898010767996,3,3
19,3,21,"BJ","BK","BL",0,1,0,"BK",6,4,0.764226653031074,0,NA
19,3,22,"DJ","DK","DL",0,1,0,"DK",6,4,0.706572974799201,0,NA
19,3,23,"EJ","EK","EL",0,0,1,"EL",6,4,0.670433525228873,3,7
19,3,24,"DJ","DK","DL",0,1,0,"DK",6,5,0.744113689404912,1,2
19,3,25,"CJ","CK","CL",0,1,0,"CK",6,4,0.785882130032405,1,7
19,3,26,"CJ","CK","CL",0,1,0,"CK",6,5,0.499420873704366,2,1
19,3,27,"EJ","EK","EL",0,0,1,"EL",6,5,0.592272079200484,4,4
19,3,28,"AJ","AK","AL",1,0,0,"AJ",6,5,0.532014296855778,3,9
19,3,29,"AJ","AK","AL",1,0,0,"AL",6,6,0.58978253218811,4,1
19,3,30,"BJ","BK","BL",0,1,0,"BK",6,5,0.650875700754113,1,9
19,3,31,"FJ","FK","FL",0,0,1,"FL",6,5,0.783001296338625,4,11
19,3,32,"FJ","FK","FL",0,0,1,"FL",6,6,0.436575250467286,5,1
19,3,33,"DJ","DK","DL",0,1,0,"DK",6,6,0.665473405504599,2,9
19,3,34,"EJ","EK","EL",0,0,1,"EL",6,6,0.660922759212554,5,7
19,3,35,"BJ","BK","BL",0,1,0,"BK",6,6,0.6600517797051,2,5
19,3,36,"DJ","DK","DL",0,1,0,"DK",6,7,0.76889309391845,3,3
19,3,37,"CJ","CK","CL",0,1,0,"CK",6,6,0.524419264402241,3,11
19,3,38,"CJ","CK","CL",0,1,0,"CK",6,7,0.519456932321191,4,1
19,3,39,"AJ","AK","AL",1,0,0,"AJ",6,7,0.675229380023666,4,11
19,3,40,"EJ","EK","EL",0,0,1,"EL",6,7,0.592352257925086,6,6
19,3,41,"AJ","AK","AL",1,0,0,"AJ",6,8,0.644735368317924,5,2
19,3,42,"FJ","FK","FL",0,0,1,"FL",6,7,0.591823869966902,6,10
19,3,43,"EJ","EK","EL",0,0,1,"EL",6,8,0.712205393356271,7,3
19,3,44,"FJ","FK","FL",0,0,1,"FL",6,8,0.523751728003845,7,2
19,3,45,"DJ","DK","DL",0,1,0,"DK",6,8,0.529717843513936,4,9
19,3,46,"BJ","BK","BL",0,1,0,"BK",6,7,0.809828653349541,3,11
19,3,47,"CJ","CK","CL",0,1,0,"CK",6,8,0.600922859972343,5,9
19,3,48,"DJ","DK","DL",0,1,0,"DK",6,9,0.559293095371686,5,3
19,3,49,"CJ","CK","CL",0,1,0,"CK",6,9,0.537717549479567,6,2
19,3,50,"BJ","BK","BL",0,1,0,"BK",6,8,0.536302432767116,4,4
19,3,51,"AJ","AK","AL",1,0,0,"AJ",6,9,0.56156699731946,6,10
19,3,52,"EJ","EK","EL",0,0,1,"EL",6,9,0.509717877022922,8,9
19,3,53,"FJ","FK","FL",0,0,1,"FL",6,9,0.489143062266521,8,9
19,3,54,"BJ","BK","BL",0,1,0,"BK",6,9,0.564626090228558,5,4
19,4,1,"CJ","CK","CL",0,0,1,"CL",3,1,1.08454443118535,0,NA
19,4,2,"BJ","BK","BL",0,1,0,"BJ",3,1,0.887808877741918,0,NA
19,4,3,"CJ","CK","CL",0,0,1,"CL",3,2,0.636690566898324,1,2
19,4,4,"BJ","BK","BL",0,1,0,"BL",3,2,0.579714249586686,0,NA
19,4,5,"AJ","AK","AL",1,0,0,"AL",3,1,1.00300709926523,0,NA
19,4,6,"AJ","AK","AL",1,0,0,"AJ",3,2,0.779188938438892,0,NA
19,4,7,"CJ","CK","CL",0,0,1,"CL",3,3,0.675799323595129,2,4
19,4,8,"BJ","BK","BL",0,1,0,"BK",3,3,0.639977994258516,0,NA
19,4,9,"CJ","CK","CL",0,0,1,"CL",3,4,0.602732863510028,3,2
19,4,10,"AJ","AK","AL",1,0,0,"AJ",3,3,0.535343647236004,1,4
19,4,11,"BJ","BK","BL",0,1,0,"BK",3,4,0.661173937609419,1,3
19,4,12,"AJ","AK","AL",1,0,0,"AJ",3,4,0.718124463572167,2,2
19,4,13,"BJ","BK","BL",0,1,0,"BK",3,5,0.590493240626529,2,2
19,4,14,"CJ","CK","CL",0,0,1,"CL",3,5,0.477326745865867,4,5
19,4,15,"CJ","CK","CL",0,0,1,"CL",3,6,0.691709054983221,5,1
19,4,16,"BJ","BK","BL",0,1,0,"BK",3,6,0.593036983627826,3,3
19,4,17,"AJ","AK","AL",1,0,0,"AJ",3,5,0.619315081043169,3,5
19,4,18,"AJ","AK","AL",1,0,0,"AJ",3,6,0.540200429270044,4,1
19,4,19,"CJ","CK","CL",0,0,1,"CL",3,7,0.598648163140751,6,4
19,4,20,"CJ","CK","CL",0,0,1,"CL",3,8,0.479798886110075,7,1
19,4,21,"BJ","BK","BL",0,1,0,"BK",3,7,0.52732297219336,4,5
19,4,22,"BJ","BK","BL",0,1,0,"BK",3,8,0.532571993418969,5,1
19,4,23,"AJ","AK","AL",1,0,0,"AJ",3,7,0.532081651152112,5,5
19,4,24,"CJ","CK","CL",0,0,1,"CL",3,9,0.620576432556845,8,4
19,4,25,"AJ","AK","AL",1,0,0,"AJ",3,8,0.689474916085601,6,2
19,4,26,"BJ","BK","BL",0,1,0,"BK",3,9,0.574724086443894,6,4
19,4,27,"AJ","AK","AL",1,0,0,"AJ",3,9,0.684252518578433,7,2
19,5,1,"AJ","AK","AL",0,1,0,"AL",2,1,0.621867040055804,0,NA
19,5,2,"AJ","AK","AL",0,1,0,"AJ",2,2,0.715140194515698,0,NA
19,5,3,"BJ","BK","BL",0,0,1,"BL",2,1,0.752037626458332,0,NA
19,5,4,"AJ","AK","AL",0,1,0,"AK",2,3,0.82355197367724,0,NA
19,5,5,"AJ","AK","AL",0,1,0,"AK",2,4,0.798701967345551,1,1
19,5,6,"BJ","BK","BL",0,0,1,"BL",2,2,0.841853741439991,1,3
19,5,7,"AJ","AK","AL",0,1,0,"AK",2,5,0.595114117255434,2,2
19,5,8,"BJ","BK","BL",0,0,1,"BL",2,3,0.457704926957376,2,2
19,5,9,"BJ","BK","BL",0,0,1,"BL",2,4,0.57525137939956,3,1
19,5,10,"AJ","AK","AL",0,1,0,"AK",2,6,0.449417631607503,3,3
19,5,11,"AJ","AK","AL",0,1,0,"AK",2,7,0.486516429344192,4,1
19,5,12,"BJ","BK","BL",0,0,1,"BL",2,5,0.407917213509791,4,3
19,5,13,"BJ","BK","BL",0,0,1,"BL",2,6,0.512586636352353,5,1
19,5,14,"AJ","AK","AL",0,1,0,"AK",2,8,0.454291955335066,5,3
19,5,15,"BJ","BK","BL",0,0,1,"BL",2,7,0.526624859543517,6,2
19,5,16,"BJ","BK","BL",0,0,1,"BL",2,8,0.448195690871216,7,1
19,5,17,"AJ","AK","AL",0,1,0,"AK",2,9,0.391150744515471,6,3
19,5,18,"BJ","BK","BL",0,0,1,"BL",2,9,0.432498394744471,8,2
19,6,1,"AJ","AK","AL",1,0,0,"AL",2,1,0.72442540852353,0,NA
19,6,2,"AJ","AK","AL",1,0,0,"AJ",2,2,0.458842796622775,0,NA
19,6,3,"BJ","BK","BL",1,0,0,"BL",2,1,0.595923277083784,0,NA
19,6,4,"BJ","BK","BL",1,0,0,"BJ",2,2,0.492788455449045,0,NA
19,6,5,"AJ","AK","AL",1,0,0,"AJ",2,3,0.41084701998625,1,3
19,6,6,"BJ","BK","BL",1,0,0,"BJ",2,3,0.295640001422726,1,2
19,6,7,"AJ","AK","AL",1,0,0,"AJ",2,4,0.384395403089002,2,2
19,6,8,"AJ","AK","AL",1,0,0,"AJ",2,5,0.242981923627667,3,1
19,6,9,"BJ","BK","BL",1,0,0,"BJ",2,4,0.396682172664441,2,3
19,6,10,"AJ","AK","AL",1,0,0,"AJ",2,6,0.276030181790702,4,2
19,6,11,"AJ","AK","AL",1,0,0,"AJ",2,7,0.319359945016913,5,1
19,6,12,"BJ","BK","BL",1,0,0,"BJ",2,5,0.268457160913385,3,3
19,6,13,"AJ","AK","AL",1,0,0,"AJ",2,8,0.236540112760849,6,2
19,6,14,"BJ","BK","BL",1,0,0,"BJ",2,6,0.290019994718023,4,2
19,6,15,"BJ","BK","BL",1,0,0,"BJ",2,7,0.253842814476229,5,1
19,6,16,"AJ","AK","AL",1,0,0,"AJ",2,9,0.253696706262417,7,3
19,6,17,"BJ","BK","BL",1,0,0,"BJ",2,8,0.290462136734277,6,2
19,6,18,"BJ","BK","BL",1,0,0,"BJ",2,9,0.362713272217661,7,1
19,7,1,"BJ","BK","BL",0,0,1,"BL",2,1,0.729481036192738,0,NA
19,7,2,"AJ","AK","AL",0,1,0,"AL",2,1,0.599527002312243,0,NA
19,7,3,"BJ","BK","BL",0,0,1,"BL",2,2,0.724362006410956,1,2
19,7,4,"AJ","AK","AL",0,1,0,"AJ",2,2,0.437561934697442,0,NA
19,7,5,"AJ","AK","AL",0,1,0,"AK",2,3,0.850026051979512,0,NA
19,7,6,"BJ","BK","BL",0,0,1,"BL",2,3,0.442136951140128,2,3
19,7,7,"AJ","AK","AL",0,1,0,"AK",2,4,0.508098934660666,1,2
19,7,8,"BJ","BK","BL",0,0,1,"BL",2,4,0.432131264242344,3,2
19,7,9,"BJ","BK","BL",0,0,1,"BL",2,5,0.521139111719094,4,1
19,7,10,"AJ","AK","AL",0,1,0,"AK",2,5,0.455000680056401,2,3
19,7,11,"AJ","AK","AL",0,1,0,"AK",2,6,0.638109133462422,3,1
19,7,12,"BJ","BK","BL",0,0,1,"BL",2,6,0.414354764623567,5,3
19,7,13,"BJ","BK","BL",0,0,1,"BL",2,7,0.482421724358574,6,1
19,7,14,"AJ","AK","AL",0,1,0,"AK",2,7,0.498617882374674,4,3
19,7,15,"BJ","BK","BL",0,0,1,"BL",2,8,0.441608791705221,7,2
19,7,16,"BJ","BK","BL",0,0,1,"BL",2,9,0.46881347859744,8,1
19,7,17,"AJ","AK","AL",0,1,0,"AK",2,8,0.369382645003498,5,3
